reviewId,content,gender,location,date,score,cluster_id
2b42e21a-f61b-4c3b-9deb-5e5921ccf87e,Every time new real results vertical opposite ( 180 degree roatated,male,"Tripoli, Libya",2023-05-06,NEGATIVO,0
ec819be8-f991-4bb0-a7ac-18cef7d1aade,It's super Appa,male,"Quito, Ecuador",2024-07-23,NEGATIVO,0
41d0bc05-648c-4b67-b806-54958d667b26,𝓜𝓻..𝓗𝓲𝓽𝓽𝓾.𝓷𝓪𝓷𝓸𝓶𝓪,male,"Karachi, Pakistan",2022-05-12,NEGATIVO,0
d4af2421-be65-4409-99fa-2aa89be8c42e,Very bad I am unfollowing and it again following automatically,male,"Auckland, New Zealand",2025-06-10,NEGATIVO,0
774dd7a1-57d6-44f2-930e-2258bd43f25e,Kya Faltu App hai Ladkiya reply nah I deti😏😏,male,"Athens, Greece",2021-07-21,NEGATIVO,0
72864398-1cdc-4ff9-b1c7-41cd55a2fbb1,"Honestly, they have the worst support. I've been reaching out trying to figure out why for some reason my account isn't able to use the add yours story feature and I still haven't heard from them. This has been going on for months.",male,"Phoenix, United States",2024-06-28,NEGATIVO,0
c817ce44-2d28-4e9b-ad89-e6c3fcf6631d,I can't get access to my Instagram account because I don't have access to the email and phone number I signed up with... I tried everything.. video selfie.. almost everything... I'm not making another account please may I have my account back,male,"Rabat, Morocco",2023-05-03,NEGATIVO,0
9effc907-537e-4182-a1a3-1e5573107211,Chat theme ka option nhi aa rha hai bohot bar help center se report kiya fir bhi nhi hua pls Instagram solve this problem,male,"Montreal, Canada",2023-12-25,NEGATIVO,0
49f6160e-c438-4afa-9684-3fa296dfd7aa,"How can we record voice message on Instagram?? Because, I'm unavailable to record my voice message in Instagram it is not working very well. Please resolve this problem.",male,"Marseille, France",2022-01-25,NEGATIVO,0
2404dc8c-8fde-4176-a76f-eb2ec5a72a9d,There is a problem with reels,male,"Phuket, Thailand",2022-05-02,NEGATIVO,0
02a07fa5-1fad-411f-a907-91392f9d5c54,Man i hate this app i cant send photos all together i have to send it one by one and some dont even send i cant even log back in my main acc anymore it all my friends and gcs were there and i even list my 1k followers gitchs alot sometimes doesnt even let me text i would have deleted this app ages ago if my friends were on them i hate it nothing can change my mind anymore,male,"Rio de Janeiro, Brazil",2025-02-01,NEGATIVO,0
aab32ef7-8aa4-4773-8a3f-0474ee893ef6,"Hi please upgret instagram, A new to full Tu upgred An new adavas phichar",female,"Queenstown, New Zealand",2025-11-08,NEGATIVO,0
39bd5872-43be-4271-b5e3-56bc32f09c38,It's not good 😏😏,male,"Dubai, United Arab Emirates",2022-11-10,NEGATIVO,0
752474ca-1b47-44fb-b89e-9d90aae80686,It's hard getting start up or if you've been in here for years. No likes No comments No followers TikTok is way better.,male,"Guayaquil, Ecuador",2024-08-04,NEGATIVO,0
bfdae039-e272-4cf5-93c1-d42c0985de78,All my reels are posting upside down,male,"Wellington, New Zealand",2025-06-07,NEGATIVO,0
2ec1213a-50cf-4d81-b122-927bcacacc5b,"I can no longer upload photos or uninstall or reinstall this app. I get a message ""something went wrong"" and no error code, no clues how to fix. Since I can't uninstall it or reinstall it, don't bother suggesting that. It's just dead on my PC. I'd have to try using a cell phone to upload photos. Dumb.",female,"Canberra, Australia",2025-07-08,NEGATIVO,0
b10ff683-bf3a-430f-8342-0bfab5b958b0,Data problem solve ...and feacher new add for.,male,"Prague, Czech Republic",2021-10-25,NEGATIVO,0
0000c389-503f-408b-a8f4-daed5f559696,Suspended and deactivated my account and the appeal option didn't work,male,"Madrid, Spain",2021-08-09,NEGATIVO,0
351c270b-7a4e-4e56-b5fb-4272d1a5be2d,It keeps messing up!!!! I tried to report my issue and no one helps! And I have a business to run.,male,"Tel Aviv, Israel",2022-03-16,NEGATIVO,0
c20f7d78-a805-4bbb-9f8b-54311c25c0d4,"After update,my reels option has vanished 😤😤",male,"Gold Coast, Australia",2025-06-10,NEGATIVO,0
921aa01c-06cd-4a18-a7f5-08e458f2e15f,🙄what problem going on in Instagram...? There no show to make reel...😩i waana make reel but...i don't know what happened with this app.... something happened with that... please make it right.....,male,"Copenhagen, Denmark",2021-11-16,NEGATIVO,0
1bb33d5b-7c4c-4e17-a680-78f0e484abb2,Can't even create an account,male,"Cape Town, South Africa",2023-05-09,NEGATIVO,0
1341720d-132c-4b96-84e0-b863932bae55,None of the link in bios are working,female,"Canberra, Australia",2025-10-21,NEGATIVO,0
0a88b529-456d-4240-8b78-86793ef35ecb,"This app has many bugs in recent days. When someone tags me in their story,the massage wont be sent to me, etc",male,"Phoenix, United States",2023-11-12,NEGATIVO,0
9b4bc76f-094d-414f-91ac-73e3d782c124,Good,male,"Cali, Colombia",2024-08-03,NEGATIVO,0
a4ccb553-124e-47ec-83ec-fb5c0dfd576b,It's not good enough always have a problem. Upgrate Horrible!,male,"Mumbai, India",2022-11-14,NEGATIVO,0
03d1edd6-cef9-456a-a1a3-111254e6b436,Anil rdx Meena,male,"Lima, Peru",2024-07-25,NEGATIVO,0
ec78553c-58ea-4c74-b547-f84e9c80c2e1,Nice,male,"Bogotá, Colombia",2025-03-29,NEGATIVO,0
6676d52d-3550-4beb-9288-bbdd606395da,It was fine and lovely site,male,"Hamburg, Germany",2021-07-06,NEGATIVO,0
f4edff1b-e359-4955-be3d-a4a96fae8670,Can't access too reel features,male,"La Paz, Bolivia",2024-11-08,NEGATIVO,0
48e440f7-968f-4d1c-9730-9b8f20164edc,This apps is so beautiful… It does not the access,female,"Nadi, Fiji",2025-12-12,NEGATIVO,0
1483cb5a-c8c8-4ec7-a512-4c874ce99e1c,"Worst app i have ever seen. My account is public despite of they are not giving much attention to my profile. I always make videos on trending sounds but my views and likes are too less compared to others. Instagram is doing partiality, may be they are taking bribe or something. If anyone can help pls help me.",male,"Santa Cruz, Bolivia",2024-11-05,NEGATIVO,0
f4a29254-a599-457e-918b-0dcbc611b0a7,Awesome app this app providing best facilities from another's social media app,male,"Jakarta, Indonesia",2022-09-16,NEGATIVO,0
fd7c24f9-6943-4bea-882b-b2604db3025a,It trash app i most but it waste my tume take many time to upload 1-2 days u all so dont have schedule option your app waste like trash box,male,"Rosario, Argentina",2025-01-13,NEGATIVO,0
91a7c4db-7334-4cfd-9b65-959b4b98b36e,bहझहHजकिवCहैंKझ,male,"Madrid, Spain",2021-11-24,NEGATIVO,0
929822a9-88b9-4e7c-ae47-45aa964a3d4f,not too much best,male,"Abuja, Nigeria",2023-06-23,NEGATIVO,0
a06f23b0-0d39-4f74-add1-e06974ee2b13,They've tanked it. I'm a nail artist and photographer with no interest in making reels (and no time to do so) so out of 1850 followers only about 30 actually see my posts. Don't bother. Just use tiktok,female,"Queenstown, New Zealand",2025-07-31,NEGATIVO,0
3b811bfc-f501-4b11-a7ff-28bef483e437,Best app ever? Access does not work,male,"Riyadh, Saudi Arabia",2022-10-08,NEGATIVO,0
bc02c60b-b544-4d16-ac72-35f8b0597b67,Way too laggy smh,male,"Bali, Indonesia",2022-09-28,NEGATIVO,0
b35b856d-cfdd-4178-8950-33347dba06e5,Instagram is great app but after the update it's such a disaster and the reels section is just garbage now before the update reels section is so good and after that ughhhhh please fix that.....,male,"Vienna, Austria",2022-01-08,NEGATIVO,0
dd8b6129-7015-42d9-bceb-a9e08489a043,"I have never used an app as bad as Instagram. Full of bugs and worst algorithms. Can't hear audio in reels and stories and main page got black! Its better to turn down this application for forever so that we, the users, can live peacefully!!!",male,"Lisbon, Portugal",2021-07-07,NEGATIVO,0
79f99b2d-a911-468f-b3fa-5b214029b14a,Reel is not working,male,"Austin, United States",2024-07-12,NEGATIVO,0
be9f99e0-651d-400c-b9bf-ba44f01a5d16,It won't let me create an account for some reason I tried a lot of times but still cant create one,male,"Bali, Indonesia",2022-05-24,NEGATIVO,0
a5e52a24-b390-4e1e-9d67-cc5e9767aa02,I really don't know what to say. I've been using it for almost 4 years and never have I ever faced a bug. But now...it's getting worse and worse. First of all...despite of strong password anybody can login to your account. And after changing hell lot of passwords...the real problem starts. Keeping my login saved...I can't login back into my account... whenever I try ...it says error dismissed. Please look into it. I'm fond of this app and I can't tolerate it like this. Please look into it asap!!,male,"Bangkok, Thailand",2022-08-22,NEGATIVO,0
f7fce1c3-5c07-4b17-92c9-86ffe177e276,My reels are uploading upsidedown. I tried the suggested solutions and no luck.,male,"San Francisco, United States",2023-09-04,NEGATIVO,0
73449e3b-bd7a-43f8-a42a-f4b7c77c82e0,Always block my account,male,"Vienna, Austria",2021-09-02,NEGATIVO,0
c190c813-c790-4932-a8d8-b621375b23e2,Mark Zuckerberg destroyed Instagram with censorship.,male,"Austin, United States",2024-01-19,NEGATIVO,0
dcfa967c-7fea-4831-857e-e38f62fcf64a,"This app is getting more worst over time. I got action blocked for defending myself in a group chat and it was hard for me to express what I was trying to say because I have tourettes syndrome and some times when I am talking or arguing I use cuss words to help cope with my syndrome,so I started typing while mad because not only I was trying to defend myself my Instagram was lagging too which made me really upset. I would like my Instagram account fix and not be activity banned anymore.please",male,"Edinburgh, United Kingdom",2022-02-05,NEGATIVO,0
ba316bc7-b5c7-4933-9b5d-2826979abbeb,Issue with logging into App since update. Worked perfectly fine earlier today.,male,"Chicago, United States",2024-02-14,NEGATIVO,0
3fbb4349-236c-46a3-a371-fc38dbf4be6e,This app has gotten so far away from what it started as. It's so fustrating! ALL I WANT IS TO SHARE WITH MY FRIENDS AND FAMILY. not a bunch of stupid suggestions,male,"São Paulo, Brazil",2024-08-16,NEGATIVO,0
6490adeb-25bf-469f-a1a1-50abeb9fa8c7,Very bad performance,male,"Geneva, Switzerland",2021-11-23,NEGATIVO,0
b899fe32-f766-414d-9c9d-468053f9c8f7,I ddnt enjoy it they blocked me temporary and make me not to post or share of which they said I used there saver to gain followers which is not correct...I have this account over 5yrs ago with now 800subscribers now I deleted my old post and add new one last mnth pls confirm me how did I gain followers? Pls correct me Instagram if I'm wrong for that I give you 1star,male,"Lusaka, Zambia",2023-04-27,NEGATIVO,0
f2459ba9-914b-4098-8238-1a1e16449ce0,धंझ2 ऊछ््झुनननंवधुज़फऔऊईऐश्ंननश्,male,"Asunción, Paraguay",2024-08-07,NEGATIVO,0
6644299a-b5f4-4a8f-8eac-d15be4a60a32,Censored,male,"Kampala, Uganda",2023-04-27,NEGATIVO,0
be8baa3b-7e30-45a6-b6e9-c62e01407f59,Password Secure link was sent to me and it is not working. Now it is hacked. They will not recovery for you.,male,"Amsterdam, Netherlands",2021-08-27,NEGATIVO,0
a5ab51da-59c4-45d1-b2cd-c6eed712b74f,Reels option is not showing in my id🥺,male,"Dallas, United States",2023-11-17,NEGATIVO,0
0f52e73b-73a0-416c-b42c-f0c0f6854df5,Suggested posts on instgram is quite annoying. I mean all the videos literally from tiktok.,male,"Los Angeles, United States",2024-06-17,NEGATIVO,0
77bacdd0-957b-4df3-a9e4-497b9e44fae6,Recently i m facing alot of problems my reels drats were deleted no sudden my Instagram is downgrade from update instagram suddenly it goe sto old Instagram idk how its happening if its solved i cam give good arting bt thia iasue is giving me from week,male,"San Antonio, United States",2023-10-13,NEGATIVO,0
c127d6af-47dc-413d-92de-e24e3b9ec593,The filters don't apply when I put a photo in the photos to it,female,"Port Moresby, Papua New Guinea",2025-09-29,NEGATIVO,0
cdb03413-9e64-479f-9098-1bac35c1120e,Plzz install this app,male,"Calgary, Canada",2024-02-09,NEGATIVO,0
d4e7eae4-7e0a-49e4-9f95-954eb7372271,رائع,female,"Melbourne, Australia",2025-07-22,NEGATIVO,0
2ddcc496-17f7-400e-8906-f31f0fa09e5e,"Why the hell did you ban me from postinggggggf, just because i posted a lot. What if I want to share my life with them. I don't have someone to share it with huh",male,"Budapest, Hungary",2022-01-21,NEGATIVO,0
92227e9d-15ee-4606-b573-05c1134a9599,cannot open the app！,male,"Madrid, Spain",2022-01-24,NEGATIVO,0
d31721f9-bfe5-400a-80e6-c408929a817a,please new update,male,"Bogotá, Colombia",2025-02-12,NEGATIVO,0
42fc42f6-786e-4187-9e5d-5519eecf9417,"This App was really nice!😑 Recently i am having trouble with my reels section, suddenly all the reels that am being showed are all from people with 10,20,30....follower and also its not my type of reels.And if at all i find a reel of my kind in explore page..am either not able to scroll at all or if it gets scrolled it shows again those stupid cringe reels😡😡😡😡. Reported so many times,still they didn't fix Really bad experience!",male,"Rabat, Morocco",2023-03-31,NEGATIVO,0
7c10c20c-799c-498d-b5c4-05dfb820844b,बंद करो,male,"Osaka, Japan",2022-03-08,NEGATIVO,0
8c321946-467c-4329-aff5-72b29c1b4d62,I am Ghasem Soleymani,female,"Canberra, Australia",2025-08-31,NEGATIVO,0
1ba295c1-752f-4ad6-b66a-6f92baa34a3a,"I think I will change my rating but,🤔",male,"Alexandria, Egypt",2023-01-07,NEGATIVO,0
211fdb20-e232-43fb-82a1-721359c4b48c,Ads are coming pls help me,male,"La Paz, Bolivia",2024-11-09,NEGATIVO,0
9e04bcaa-3568-4338-8efd-2673492370d6,Bugs everywhere. Cant upload more than one photo without everything bugging out and interrupting the upload/Edit. Had this app for almost 10 years now and never had this much trouble Edit: now I cant see my saved posts...,male,"Arequipa, Peru",2024-09-29,NEGATIVO,0
83390296-11e8-44d6-9374-70552e86223d,app keeps getting shittier,female,"Perth, Australia",2025-06-19,NEGATIVO,0
f669a24b-952f-4ff3-a548-5c28e48d852d,Keeps crashing,male,"Jacksonville, United States",2024-04-11,NEGATIVO,2
83f3ef75-3f41-4644-b56f-0bfaa0ea61fb,Are you kidding me was with all the bots following why not a human can follow me so annoying,male,"Cali, Colombia",2024-11-10,NEGATIVO,0
f38e7733-2354-4526-b859-84653eb3dd68,After i hold pressing on a message to react on it It do react But then the chat page is clear I need to leave the chat and re-enter it to be normal💀,male,"Casablanca, Morocco",2023-01-08,NEGATIVO,0
13247c60-9c20-4d3c-b5ae-2c544a488f2d,=î]]]û] {S]]iiiii>I>iii>>î >>ईआईआईईई>>>iii उज्ज S#gg&अयझ्छ,male,"Jakarta, Indonesia",2022-08-30,NEGATIVO,0
5adbb4c0-25c5-4bac-9626-94260185a79c,Need some improvement.,female,"Canberra, Australia",2025-07-10,NEGATIVO,3
cedd6012-b509-40dc-bc3c-41027abc63b8,My account isnt opening why instagram???,male,"Accra, Ghana",2023-05-21,NEGATIVO,0
e29120ac-3281-4ce1-b060-7e7540852366,"Too many issues with the reels. Every time i try to post it with a problem- it gets posted upside down, or captions get stuck, the filters dont apply. And need to log out, delete, reinstall and log in again every time for this issue to resolve. Please check into this issue.",female,"Hobart, Australia",2025-11-02,NEGATIVO,0
453e832e-2c32-4a78-bffe-6034893b5cf8,"It does well for a while. But at some point, it starts failing to refresh my feed.",male,"San Diego, United States",2024-06-17,NEGATIVO,0
52248195-2d63-4592-8e16-456beda9a832,"Super, but too much censoring",male,"San Antonio, United States",2024-04-08,NEGATIVO,0
8782bef7-9aa6-4623-bc5e-f53bf4e43867,"Ok, but censored",male,"Marseille, France",2021-12-14,NEGATIVO,0
d7a15d04-cfa1-4248-b97a-a6b23caf5040,Good experience,female,"Brisbane, Australia",2025-10-07,NEGATIVO,0
eec81246-f2a5-4cfc-a6ca-643a4cd3b176,Everytime I updated this app getting worst and updates come everyday Why you guys fix all issues in monthly update,male,"Lusaka, Zambia",2023-06-26,NEGATIVO,0
9b9c475b-073a-403e-b00a-91ad14323f3f,Too many videos instead of photos.,male,"Dallas, United States",2024-01-27,NEGATIVO,0
f9335b7c-660a-4c98-a854-ff0ae115914a,Censorship. Another platform censoring people in controlling the narrative.,male,"Lagos, Nigeria",2023-04-17,NEGATIVO,0
a7e520cd-1ee9-4f41-8567-72d69386978e,No notification,male,"Bali, Indonesia",2022-07-06,NEGATIVO,0
ac48893a-c18e-4543-91c9-9649e2aef8b5,Reply progalm ha,female,"Hobart, Australia",2025-07-22,NEGATIVO,0
185e177e-7480-4270-94a2-2b151627b2cd,Df,male,"Philadelphia, United States",2024-01-19,NEGATIVO,0
340a2f30-fbf1-41e9-804e-298fd8423f20,My Instagram not working,male,"Athens, Greece",2021-06-10,NEGATIVO,0
5a475f14-1ffc-4d56-bf7d-ba293e160326,"Cant hear stories if volume button doesnt work. Also cant disable vibration notifications. If someone send and image, i have to go out of the chat and open again so i can answer. Translation option isnt available in all chats.",male,"Mexico City, Mexico",2024-03-31,NEGATIVO,0
cf8506ca-96e2-4e5b-93c2-b0e94b12a179,Not good,male,"Dakar, Senegal",2022-12-02,NEGATIVO,0
e3e3691b-342e-41d2-8d4b-2914ba6fe94b,This Instagram account is not immediately updating it's messaging option.Its not working that fast.i am so irritated,male,"Denver, United States",2023-11-02,NEGATIVO,0
eb53d196-2ca8-4db3-b20f-37a40e1bde17,Pata nhi mere pass insta kyun nhi aara acha khasa aarah tha lakin email I'd Maro bola lakin nhi aara pata nhi kyu. Meri id open he nhi hora he hai,female,"Canberra, Australia",2025-06-23,NEGATIVO,0
55d0934a-25e2-40c2-9f2a-cbf02b71a661,Disgusting,male,"Marrakesh, Morocco",2023-01-22,NEGATIVO,0
eefdda64-97be-45ba-94a9-6f321d54e2d8,Bug issues,female,"Port Moresby, Papua New Guinea",2025-07-31,NEGATIVO,0
f3c13b32-8af2-4236-95f3-9cd3d69bcc56,Censoring sucks,male,"Tijuana, Mexico",2024-04-11,NEGATIVO,0
117c8de7-beb8-4811-a62f-bb427949e20f,Why see reels problem,male,"Dublin, Ireland",2021-07-01,NEGATIVO,0
45dade47-3177-4304-a3d8-40ac2add79d0,Less reels and entertainment but more and more ads and commercials... Beginning hate this app now,female,"Wellington, New Zealand",2025-09-04,NEGATIVO,0
f9b1aada-5f6a-45a0-9c76-58567bc706b0,This app shows couldn't refresh,male,"Bogotá, Colombia",2024-08-01,NEGATIVO,0
55d04cee-29b4-4d30-b7fc-ab6805bdacc4,Always when I shared my reels my phone says not enough for connection 😒...I have checked hundreds of times but it happens and happens again...plss fix this problem,female,"Canberra, Australia",2025-12-26,NEGATIVO,0
922ef9af-7db7-4b1e-9373-d1a2b876c6f9,Will not let me follow new people,male,"Shenzhen, China",2022-03-20,NEGATIVO,0
87dc352e-abea-4fd3-b170-dc4940f02ecf,ELON MUSK DOESNT USE IT ! LMAO,male,"Athens, Greece",2022-01-20,NEGATIVO,0
26610465-1cba-4b86-a53f-c0cd468a56cc,Like and follow nhi bad the Hai Meri help me,female,"Suva, Fiji",2025-09-09,NEGATIVO,0
140b8bf6-d13d-4441-9d66-b184be0d4243,Plzzz help mera insta ni chal rha i don't know but kya kru,male,"Buenos Aires, Argentina",2024-08-11,NEGATIVO,0
cd20054e-f777-4493-a26a-61125a1b5bb0,Manjshkumar,male,"Krakow, Poland",2021-09-23,NEGATIVO,0
db51e7df-567c-4739-895f-6b893795f27d,Nigelk nan pari tharam rating pollum iragi poda pottan mare mariyathek Nigel app onn program cheyth vekkan nokk ketto ..aahaa......,male,"Montevideo, Uruguay",2024-11-17,NEGATIVO,0
1ae8bb5b-2a1f-41b8-abbc-40f522575cfc,I failed to log into my account please!? And the app is too big really you need to reduce the data and save some space it makes the speed slow👏👏👏,male,"Bogotá, Colombia",2024-11-15,NEGATIVO,0
7b86f16e-671a-4d6e-a205-ce8b448bd620,I am experiencing a trouble here....it's showing couldn't refresh the feeds..and I uninstall the app and again installed to check if it works or not.. It works but then once I close the app and opens it again it does not load the feeds...,female,"Port Moresby, Papua New Guinea",2025-08-24,NEGATIVO,0
fd4e5447-ec74-429c-9ef3-3048494d6a27,"Nice, but too much censoring",male,"Buenos Aires, Argentina",2024-09-05,NEGATIVO,0
97011fab-7e63-40de-b6bb-6ce2a0c846bc,It's not bad... But yaa not so good,male,"Hamburg, Germany",2021-12-29,NEGATIVO,0
966cb75d-ab2e-4df8-9221-6abef6c4417d,Shamed on instagram!all off my account disabled for your awfull privce !shame on you!,male,"Frankfurt, Germany",2021-07-08,NEGATIVO,0
d228cdff-a677-4005-89db-1bd1536ab6e4,No words 😒😒😒😒😤😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒,male,"Munich, Germany",2021-07-19,NEGATIVO,0
ea6b4dcd-6fff-4f18-8787-36663bde7918,Very nice it's amazing,male,"Geneva, Switzerland",2021-07-22,NEGATIVO,0
bcde3eda-d6b3-44e0-90eb-b88ec0a51f90,Instagram vastu app fuku,male,"Beijing, China",2022-07-21,NEGATIVO,0
efd72082-4422-472e-ae30-990ad3d471d2,It's very good.,male,"Hobart, Australia",2025-05-11,NEGATIVO,0
8959fc41-9f9f-46db-8a0a-e2fa02f40d22,Aap ka stap aacha se instagram me work nhi kar raha h,male,"Mexico City, Mexico",2023-11-22,NEGATIVO,0
b36bada5-4a05-4d76-a975-d97b9ae2a600,Camera not working,male,"Cancun, Mexico",2023-12-15,NEGATIVO,0
2bc55ca3-330e-4e0d-b4db-9a02cabb477b,Best but access could be improved,male,"Port Moresby, Papua New Guinea",2025-04-11,NEGATIVO,0
624b29af-468a-487e-8010-1dec1ab5bd7e,Glitchy,male,"Warsaw, Poland",2021-12-29,NEGATIVO,0
204331fd-a03a-4c97-b59a-a1236c9f9ee9,good app,male,"Delhi, India",2022-09-14,NEGATIVO,0
fc504f57-19d1-4c7f-b6d8-f27df61391e0,I Really like this app,male,"Austin, United States",2024-02-08,NEGATIVO,0
9a1b53d7-2bc8-4e7b-b79a-83516d28fbd3,It is nice to make new friends but it has a lot of scammers and fake accounts,female,"Gold Coast, Australia",2025-11-10,NEGATIVO,0
f7e2d591-298c-4fcc-bdbd-72760aa5d5cd,very good? I wonder!,male,"Monterrey, Mexico",2023-12-29,NEGATIVO,0
84289152-fe98-42fb-92cf-69549a0b6678,Not found music in story',male,"Munich, Germany",2021-07-06,NEGATIVO,0
5f7aab6e-c079-4a0d-a0e7-ebe088f65142,I am not able to load reels from last 2 days,male,"Santa Cruz, Bolivia",2025-02-01,NEGATIVO,0
57073e94-143b-4f89-ad79-db613182600f,Yeah it's one 1 star for I was trying to put my boyfriend name on my Instagram bio then it did something to my account bro this is a one star I do not care that's mess up I didn't do nothing wrong I promise it just I don't like this I still used the app but this is wrong 😔😔😟👎🏾,male,"Bangalore, India",2022-06-29,NEGATIVO,0
36dcc8c6-e035-40b3-9b6d-d8b8f3325095,What's the point of posting if people's posts kept disappearing in the recent tab,male,"Rosario, Argentina",2025-02-11,NEGATIVO,0
3ea8dc2e-e2d1-4f2b-8834-1831826237aa,After updating the app soooo bad. Can’t load reels,male,"Cape Town, South Africa",2023-03-15,NEGATIVO,0
fd2da6a3-59f7-44b3-840f-77c8aad6cf0f,Good,male,"Gold Coast, Australia",2025-05-17,NEGATIVO,0
f1ccec34-bef7-4dcd-8528-45efe4c5a61a,App is not updated,male,"Montevideo, Uruguay",2024-11-03,NEGATIVO,0
e3104738-ef3f-455a-bd6f-db59fbe83245,I can't upload story,male,"Montreal, Canada",2023-12-21,NEGATIVO,0
7ad5d39c-fbce-41fb-bc1c-a75264cd0696,Aryan,male,"Brussels, Belgium",2022-01-19,NEGATIVO,0
4a35ff1c-ee05-4a4f-8019-0b6af5edf1d4,Super hero a9z,male,"Rome, Italy",2021-09-13,NEGATIVO,0
0eab2dae-73f3-4cc0-b05b-3cd3ea68991d,censorship,male,"Athens, Greece",2021-12-25,NEGATIVO,0
70dc800d-bc6f-48cd-bbda-82a82e4cba9b,"After latest update, unable to view any reels. After refreshing the reels page it says we're sorry and try again but no reels shows up. Please check this bug/issue.",male,"Madrid, Spain",2021-08-18,NEGATIVO,0
25a1e771-45ee-4f21-9f9e-bc37eddb165b,Susbending my account every time cheaters 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,male,"Zurich, Switzerland",2021-12-01,NEGATIVO,0
092866b3-23bf-46ab-8fea-daa38e8f07e2,"I'm fully dissatisfied and stressed out. Some time ago I installed the app Unfollowers and was using it for 3 or 4 months. But suddenly it logged me out from my account I've been using for 7 years, and I can't log in again. I tried everything but the system doesn't send me the verification code. Should I abandon my profile or delete it?",male,"Jerusalem, Israel",2022-06-17,NEGATIVO,0
c6bcacb8-5bce-4a00-b9f1-3c8e4d1fd23a,I cannot load my reels,male,"Guayaquil, Ecuador",2024-09-07,NEGATIVO,0
714ed17a-8052-48af-899a-9496bc03e06d,Accessing problems,male,"San Francisco, United States",2023-12-26,NEGATIVO,0
8f0b74c6-e6ac-4c03-a2df-1a32d4b1538a,Everything is good except log in ways if you forgot passwrd cant change like facebook any like other appps have to ĺeave that account..who will make account again and again...,male,"Lyon, France",2021-06-26,NEGATIVO,0
c5c2ec04-c4a5-44fa-9242-9830a719f4d4,User Support sucks,male,"Vienna, Austria",2021-10-03,NEGATIVO,0
d38a2615-7b9e-4bb9-900c-cd4fe0bb82d0,A full of bugs and N number of times I reported on bugs but there is nothing from the app. That is only for my first account and second account working properly. Please resolve it,female,"Canberra, Australia",2025-11-06,NEGATIVO,0
dabff61b-685b-4e9b-a966-508e0aa7c4e2,Tell me one thing why should I upload any story the story was not uploaded tell me reason?,male,"Mexico City, Mexico",2024-01-09,NEGATIVO,0
4fe26b8d-7e23-41b7-85c4-0453b97a2fa8,My insta id have aome issue some important setting is not avaialable in my id,male,"Tokyo, Japan",2022-05-10,NEGATIVO,0
b416ab64-8ea9-4292-b1d2-be132dd1fa31,Data mining under the guise of a service.,male,"Kuala Lumpur, Malaysia",2022-07-31,NEGATIVO,0
3a1f32c4-bd95-4c3f-bbdc-602765666be9,Not working error,male,"Arequipa, Peru",2024-10-29,NEGATIVO,0
58781e70-886c-41a1-88c3-9e5c9b7d8c8e,Reported bugs but no solution. Bad User support ,male,"Busan, South Korea",2022-04-27,NEGATIVO,0
89a75f88-b717-43fe-b668-e31f3450b74d,Nood app,male,"Philadelphia, United States",2024-02-01,NEGATIVO,0
