reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5
5adbb4c0-25c5-4bac-9626-94260185a79c,Need some improvement.,female,"Canberra, Australia",2025-07-10,NEGATIVO,0,0.62849236,0.083190024,0.06912097,0.060240395,0.09727767,0.061678473
e29120ac-3281-4ce1-b060-7e7540852366,"Too many issues with the reels. Every time i try to post it with a problem- it gets posted upside down, or captions get stuck, the filters dont apply. And need to log out, delete, reinstall and log in again every time for this issue to resolve. Please check into this issue.",female,"Hobart, Australia",2025-11-02,NEGATIVO,5,0.031239027,0.034791082,0.028842961,0.39479476,0.04113897,0.46919316
52248195-2d63-4592-8e16-456beda9a832,"Super, but too much censoring",male,"San Antonio, United States",2024-04-08,NEGATIVO,5,0.0611166,0.06895888,0.056779604,0.04949175,0.079923734,0.6837294
d7a15d04-cfa1-4248-b97a-a6b23caf5040,Good experience,female,"Brisbane, Australia",2025-10-07,NEGATIVO,4,0.060993686,0.06852509,0.056624662,0.049248498,0.71417993,0.05042809
a7e520cd-1ee9-4f41-8567-72d69386978e,No notification,male,"Bali, Indonesia",2022-07-06,NEGATIVO,2,0.07440031,0.08319223,0.62318933,0.06026315,0.097275384,0.06167967
340a2f30-fbf1-41e9-804e-298fd8423f20,My Instagram not working,male,"Athens, Greece",2021-06-10,NEGATIVO,0,0.69566345,0.06822962,0.05652096,0.049238905,0.07989371,0.050453305
cf8506ca-96e2-4e5b-93c2-b0e94b12a179,Not good,male,"Dakar, Senegal",2022-12-02,NEGATIVO,4,0.07439866,0.083190076,0.0691192,0.06023553,0.65137804,0.061678477
e3e3691b-342e-41d2-8d4b-2914ba6fe94b,This Instagram account is not immediately updating it's messaging option.Its not working that fast.i am so irritated,male,"Denver, United States",2023-11-02,NEGATIVO,0,0.7312737,0.06012052,0.049853377,0.04343076,0.0708286,0.044493075
f3c13b32-8af2-4236-95f3-9cd3d69bcc56,Censoring sucks,male,"Tijuana, Mexico",2024-04-11,NEGATIVO,3,0.060520086,0.06767186,0.05622538,0.68586725,0.07947696,0.0502384
117c8de7-beb8-4811-a62f-bb427949e20f,Why see reels problem,male,"Dublin, Ireland",2021-07-01,NEGATIVO,1,0.053926855,0.7363997,0.05019409,0.043650154,0.071135774,0.04469345
45dade47-3177-4304-a3d8-40ac2add79d0,Less reels and entertainment but more and more ads and commercials... Beginning hate this app now,female,"Wellington, New Zealand",2025-09-04,NEGATIVO,3,0.045664657,0.051576797,0.04244649,0.7626435,0.059874207,0.03779433
f9b1aada-5f6a-45a0-9c76-58567bc706b0,This app shows couldn't refresh,male,"Bogotá, Colombia",2024-08-01,NEGATIVO,2,0.054126695,0.06051824,0.4650379,0.30435547,0.0711014,0.044860307
26610465-1cba-4b86-a53f-c0cd468a56cc,Like and follow nhi bad the Hai Meri help me,female,"Suva, Fiji",2025-09-09,NEGATIVO,3,0.041761618,0.41139603,0.03889084,0.41841677,0.05489445,0.034640305
140b8bf6-d13d-4441-9d66-b184be0d4243,Plzzz help mera insta ni chal rha i don't know but kya kru,male,"Buenos Aires, Argentina",2024-08-11,NEGATIVO,5,0.047992036,0.053783827,0.044622518,0.0388571,0.06277218,0.7519724
fd4e5447-ec74-429c-9ef3-3048494d6a27,"Nice, but too much censoring",male,"Buenos Aires, Argentina",2024-09-05,NEGATIVO,5,0.05330546,0.059943773,0.049522776,0.04316313,0.069703154,0.7243618
966cb75d-ab2e-4df8-9221-6abef6c4417d,Shamed on instagram!all off my account disabled for your awfull privce !shame on you!,male,"Frankfurt, Germany",2021-07-08,NEGATIVO,0,0.69481325,0.067974545,0.056535803,0.049233086,0.0810081,0.0504352
efd72082-4422-472e-ae30-990ad3d471d2,It's very good.,male,"Hobart, Australia",2025-05-11,NEGATIVO,4,0.07439866,0.083190076,0.0691192,0.06023553,0.65137804,0.061678477
2bc55ca3-330e-4e0d-b4db-9a02cabb477b,Best but access could be improved,male,"Port Moresby, Papua New Guinea",2025-04-11,NEGATIVO,5,0.048266917,0.053971827,0.044841822,0.3450451,0.06330521,0.44456917
fc504f57-19d1-4c7f-b6d8-f27df61391e0,I Really like this app,male,"Austin, United States",2024-02-08,NEGATIVO,4,0.05473473,0.06144885,0.0508501,0.044233873,0.7434387,0.045293808
9a1b53d7-2bc8-4e7b-b79a-83516d28fbd3,It is nice to make new friends but it has a lot of scammers and fake accounts,female,"Gold Coast, Australia",2025-11-10,NEGATIVO,4,0.22173397,0.0474391,0.039286546,0.034183215,0.42396653,0.23339064
84289152-fe98-42fb-92cf-69549a0b6678,Not found music in story',male,"Munich, Germany",2021-07-06,NEGATIVO,4,0.06081208,0.06799837,0.056496333,0.04923599,0.71498686,0.050470438
5f7aab6e-c079-4a0d-a0e7-ebe088f65142,I am not able to load reels from last 2 days,male,"Santa Cruz, Bolivia",2025-02-01,NEGATIVO,2,0.048603665,0.05630681,0.7490408,0.03951714,0.066100106,0.04043147
36dcc8c6-e035-40b3-9b6d-d8b8f3325095,What's the point of posting if people's posts kept disappearing in the recent tab,male,"Rosario, Argentina",2025-02-11,NEGATIVO,3,0.048356,0.05407043,0.37008244,0.4236283,0.06377011,0.04009271
f1ccec34-bef7-4dcd-8528-45efe4c5a61a,App is not updated,male,"Montevideo, Uruguay",2024-11-03,NEGATIVO,2,0.074523844,0.083306305,0.62234795,0.060247093,0.09787688,0.06169789
25a1e771-45ee-4f21-9f9e-bc37eddb165b,Susbending my account every time cheaters 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,male,"Zurich, Switzerland",2021-12-01,NEGATIVO,1,0.07008564,0.59165835,0.064299546,0.05596111,0.10256283,0.1154325
c6bcacb8-5bce-4a00-b9f1-3c8e4d1fd23a,I cannot load my reels,male,"Guayaquil, Ecuador",2024-09-07,NEGATIVO,3,0.074398726,0.08380008,0.06912467,0.6129774,0.09798959,0.06170952
c5c2ec04-c4a5-44fa-9242-9830a719f4d4,User Support sucks,male,"Vienna, Austria",2021-10-03,NEGATIVO,4,0.053005733,0.059269425,0.049244266,0.042938046,0.7515996,0.043943014
d38a2615-7b9e-4bb9-900c-cd4fe0bb82d0,A full of bugs and N number of times I reported on bugs but there is nothing from the app. That is only for my first account and second account working properly. Please resolve it,female,"Canberra, Australia",2025-11-06,NEGATIVO,5,0.034083854,0.03810464,0.03165095,0.027557392,0.045152724,0.82345045
dabff61b-685b-4e9b-a966-508e0aa7c4e2,Tell me one thing why should I upload any story the story was not uploaded tell me reason?,male,"Mexico City, Mexico",2024-01-09,NEGATIVO,4,0.043059953,0.048160106,0.040002882,0.034888647,0.79817694,0.035711497
4fe26b8d-7e23-41b7-85c4-0453b97a2fa8,My insta id have aome issue some important setting is not avaialable in my id,male,"Tokyo, Japan",2022-05-10,NEGATIVO,1,0.05622505,0.5585433,0.052253544,0.04554056,0.24081002,0.04662751
89a75f88-b717-43fe-b668-e31f3450b74d,Nood app,male,"Philadelphia, United States",2024-02-01,NEGATIVO,2,0.0745203,0.08330568,0.6223781,0.060247064,0.09785107,0.061697774
c5e2e6ec-6f84-4f5e-9049-4b88066f9ca0,User support could improve,female,"Suva, Fiji",2025-11-10,NEGATIVO,4,0.053330492,0.059632763,0.04954613,0.04324591,0.75003237,0.044212297
fe2c21ef-a230-443c-a2af-a499aa130481,I'm not getting some songs & my Instagram not working properly please try to solve this problem I'm facing this issue more the 2 year not getting any songs,male,"Dubai, United Arab Emirates",2022-07-10,NEGATIVO,5,0.034732364,0.03892226,0.0322711,0.37089354,0.04582805,0.47735268
96288ed7-5945-444d-8318-5d7189e04745,Poor,male,"Ottawa, Canada",2023-09-07,NEGATIVO,3,0.074399,0.08319051,0.0691195,0.6143387,0.09727366,0.06167873
941fa61c-d97d-4948-9fdb-4a800aae3826,Very low,male,"Guadalajara, Mexico",2024-04-05,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
7302278f-389a-4e5f-b5b5-1b70ebca974a,"One of the bogas app now these days, dashboard crash message box crash nothing visible on landing page if the Instagram android app since a week now. Ot has bug and it has to be fixed, what Meta is going? Instagram app has a blonder of bugs inside. Fix it else delete or block my profile completely. How many time your system is getting ccrased in year 2022, more than 30 time, Deep dive in analysis for the same....",male,"Manchester, United Kingdom",2021-07-06,NEGATIVO,5,0.02707066,0.030317448,0.025205001,0.319451,0.037751924,0.5602039
2234deee-c60d-443f-a400-d8290c92b960,It's not user friendly,male,"Quebec City, Canada",2024-01-11,NEGATIVO,4,0.07439896,0.083190404,0.06911946,0.060235724,0.6513768,0.061678678
be450605-3c11-4f68-9b6a-87fd8dbc38f5,Not user friendly at all,female,"Sydney, Australia",2025-12-11,NEGATIVO,4,0.07439896,0.083190404,0.06911946,0.060235724,0.6513768,0.061678678
b8b52c14-dc65-4d02-8209-26614ca7591b,My insta is not working it's like full blank,male,"Lagos, Nigeria",2023-03-02,NEGATIVO,1,0.048502285,0.7635449,0.045001607,0.03923915,0.0635356,0.0401763
6383e583-7e63-4b59-a3c8-d3040c60f984,"Today reel is not showing why ???? This was 2nd time,, so many times my insta is making problems to me i don't know why I just hate it 😐😐😐😐",male,"Los Angeles, United States",2023-12-12,NEGATIVO,5,0.037866373,0.30828863,0.03512153,0.11009499,0.04947934,0.45914912
2720d89a-17d3-4ad3-8b82-25de50d0a28d,Kiya faltu app hai ladkiya reply nehi deti,male,"Buenos Aires, Argentina",2025-02-08,NEGATIVO,3,0.04907947,0.054874875,0.04564213,0.74539775,0.06435356,0.04065222
f032b68a-2431-418e-8215-6bd58da0bcb3,Very fantastic,male,"Philadelphia, United States",2024-05-08,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
6d55db8c-b4e6-469b-8a6a-b70a3c200567,In every story and post every time shows song currently unavailable,female,"Suva, Fiji",2025-09-08,NEGATIVO,5,0.043583244,0.048733503,0.040592868,0.035288833,0.05703216,0.7747694
569bcfdd-388f-4326-926f-c311742ed966,"So you deleted my last review..perhaps try listening to what those of us have been on here since it's beginning think of the car crash job meta have done to it. You are throwing artists, photographers etc under the bus by the tiktok style. Plus actually do something about the spam and porn accounts that litter everyone's comments.",male,"Abu Dhabi, United Arab Emirates",2022-07-01,NEGATIVO,5,0.031723753,0.035450067,0.02947399,0.025687262,0.042092204,0.8355727
31c18294-af72-4d37-945f-a6c8530c312d,Poor,female,"Brisbane, Australia",2025-10-06,NEGATIVO,3,0.074399,0.08319051,0.0691195,0.6143387,0.097273655,0.06167873
2ebcfb1f-2aed-4957-81f0-6c96e72adde0,Good,female,"Wellington, New Zealand",2025-10-08,NEGATIVO,4,0.07439866,0.083190076,0.0691192,0.060235538,0.65137804,0.061678477
0554fdeb-e487-4daf-8630-d7f61874d813,Sunny,female,"Perth, Australia",2025-08-12,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
d32d1fa1-8288-41af-9451-0f1407269a5d,What the hell is this app? It just changed it's algorithm entirely...When ever I open reels section...it only show useless random videos...I even tried 'Not interested' option..Why is this App so bad,male,"Dallas, United States",2024-05-11,NEGATIVO,2,0.032810718,0.036698718,0.5252224,0.3334483,0.044623673,0.027196217
7fc2bb59-be79-43a1-aa00-88ae7d1fae2a,Hauszs,male,"New York, United States",2024-03-10,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
864eea5a-1a58-4906-99da-36998b8a3335,Consistent message notifications even when I don't have any. App crashes frequently. Also can't delete all saved posts (which doesn't make sense since it plays a major role in the algorithm),male,"San Jose, United States",2023-12-09,NEGATIVO,2,0.032150794,0.0359988,0.83684784,0.02601516,0.042337753,0.026649622
1be28850-0ead-4296-9229-42c49abf7398,White screen problem,male,"Hamburg, Germany",2022-01-02,NEGATIVO,1,0.07455176,0.6366821,0.069163956,0.060235914,0.097669415,0.06169682
6d9cb254-7e58-4590-a207-3725faea905d,Follow nita_x_avnii,male,"Rome, Italy",2021-07-11,NEGATIVO,1,0.0744,0.63727504,0.06913382,0.060236473,0.0972752,0.06167947
b21edc21-b913-4830-a0db-bd815a417073,Kaifkhan,female,"Canberra, Australia",2025-10-05,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
834275e3-cf35-4bb2-b1e6-88782a4bfaa6,I was hacked last week and I'm afraid my account was deleted. I don't wanna create a new one. I don't think I'll install this app again. It was fun though,male,"Pretoria, South Africa",2022-12-11,NEGATIVO,4,0.03459947,0.038686726,0.032270603,0.028030438,0.83772117,0.02869159
c71bca03-aa3f-48f3-b2e2-6671aee81527,My account is been temparoryly locked frequently,male,"Edinburgh, United Kingdom",2022-01-10,NEGATIVO,4,0.054147974,0.06051244,0.05033201,0.043815814,0.7463255,0.04486626
4b06aa5d-cd20-45d9-990b-c3d15910353c,Photo main song lagane ka system band hogya kya,male,"Harare, Zimbabwe",2023-01-02,NEGATIVO,5,0.04446463,0.32112888,0.041362856,0.035969064,0.058178786,0.49889576
0e8e156f-bcb8-4ff4-a47c-5c3b168f37e0,"There is no reason to have ads on this ap. Sponsored ads after every story, so horrible and unnecessary",male,"Tijuana, Mexico",2024-02-02,NEGATIVO,5,0.051368088,0.057438117,0.047722906,0.041592535,0.067904875,0.7339735
3bcbb122-d43e-4fb8-97f6-a7097a4fda81,I love this app a lot cant spend a day without using it thank u,female,"Sydney, Australia",2025-06-11,NEGATIVO,2,0.049176633,0.05498626,0.7465199,0.039810836,0.06873361,0.04077279
54525eeb-2b17-4537-a8a8-36c95f4d4503,account access problems locked,male,"Dallas, United States",2023-12-04,NEGATIVO,4,0.048986055,0.055093132,0.045419317,0.03955483,0.50102085,0.30992582
0f65fdf5-7151-42b8-8f70-8fc7f001f23b,Update,male,"San Diego, United States",2023-09-01,NEGATIVO,4,0.0743993,0.08319047,0.06911949,0.06023575,0.6513763,0.061678726
d2b96a84-d795-4d88-a86a-9273695674e7,Shivamsingh,male,"Toronto, Canada",2024-03-01,NEGATIVO,4,0.16685303,0.18656923,0.15501288,0.13508964,0.21814944,0.1383257
67f69732-7faa-4a84-adff-46b5bb9bb1a4,It keeps on crashing...,male,"Amsterdam, Netherlands",2021-07-01,NEGATIVO,1,0.074398644,0.63729644,0.06911917,0.060235504,0.09727162,0.061678592
d5372674-8409-4c15-8d42-17206a14cf29,"I want to give it 0 star, because instagram not show me my friends posts.",male,"Cali, Colombia",2025-02-12,NEGATIVO,2,0.044685777,0.0499197,0.7735129,0.036152165,0.058705393,0.037024014
d8e6f6a5-2b5b-4bea-9af0-ffd2629fbfcf,This company is awful. Deserves 0 stars. Don't waste your time.,female,"Port Moresby, Papua New Guinea",2025-07-05,NEGATIVO,5,0.07439861,0.08318999,0.069121204,0.06023594,0.09727144,0.61578286
27bf0b03-8a7f-48af-a13b-6276783ad302,"Sometimes videos are getting download automatically, sometimes don't, issue while posting reels",male,"Guangzhou, China",2022-04-08,NEGATIVO,3,0.043008428,0.047863763,0.039746873,0.7772392,0.05667079,0.03547101
90db54d0-871b-4aa4-bb69-b4ea44d3d616,Meta intentionally gave your girls eating disorders,male,"Buenos Aires, Argentina",2025-01-10,NEGATIVO,5,0.07439936,0.08319213,0.06911981,0.060236093,0.09727325,0.6157794
af2b2716-addf-4575-9970-0745d944a458,Unable to access… account locked,male,"Glasgow, United Kingdom",2021-09-03,NEGATIVO,4,0.05422373,0.06059183,0.0503466,0.043873258,0.7460395,0.044925086
ccf205d4-d9b9-48f2-99b1-9d9c75b4da33,"It always has problems. In posts with many pictures, it often shows the second picture first. Other times, the app doesn't work without reason, as if the internet connection has stopped working (but in other apps, the connection works fine). The amount of RAM it consumes is terrible, and it seems to get worse with each update. It wasn't like that before. Quite a bad experience. 👎🏻",male,"Harare, Zimbabwe",2023-05-08,NEGATIVO,4,0.02570326,0.028758617,0.02386213,0.020740766,0.5114939,0.3894413
5fa9e5fd-c486-4045-83fc-93837c2fa3be,It needs a very large area and I don't have that space and I can't do without it.,male,"Krakow, Poland",2021-06-06,NEGATIVO,4,0.37814984,0.06766119,0.056232966,0.04899596,0.39879498,0.050165027
007c1ecd-42a2-43fd-a7c3-f492aa6dc6da,account locked access problems frequently,male,"Quebec City, Canada",2024-03-11,NEGATIVO,4,0.04511497,0.050667953,0.041890692,0.036457475,0.6072908,0.21857814
71d11fe2-e5fc-48d6-9a40-66e069c755d3,Resets the feed for whatever reason and idiots to whoever designed the call feature.,male,"Phoenix, United States",2024-02-10,NEGATIVO,5,0.06122832,0.068463564,0.056883402,0.049575716,0.082411386,0.6814376
10f10751-0ce5-470b-ab33-1e6fe870b745,"Buggy asf, and it won't let me post on mydays >:((",male,"La Paz, Bolivia",2024-11-08,NEGATIVO,4,0.061233424,0.06851719,0.31192657,0.04957727,0.45796198,0.05078354
3c1ac38d-fd0c-4319-983b-620e16f744d9,"I can't open my Instagram app, it always crashed, idk why....",male,"Wellington, New Zealand",2025-05-08,NEGATIVO,0,0.7538799,0.054988377,0.045741063,0.03982781,0.06479927,0.04076358
