content,score
This algorithm is absolutely broken it only shows me junk and I cannot find anything interesting anymore the feed is completely useless and it feels like they are intentionally trying to make me stay on the app for longer just to watch pointless videos,NEGATIVO
This app is completely broken. Every time I open it it crashes immediately. I cannot use Instagram anymore. This update is terrible.,NEGATIVO
the algorithm is so broken it shows me nothing good anymore it just pushes junk content and it is incredibly annoying to scroll through this garbage,NEGATIVO
The feed is full of fake content and it is exhausting to scroll through it all.,NEGATIVO
the algorithm is completely broken it shows me garbage content all the time and it is so frustrating,NEGATIVO
The new feed algorithm is completely broken it shows me irrelevant content all the time.,NEGATIVO
The new updates constantly break the feed. I cannot scroll properly and the loading times are terrible. This app is seriously frustrating.,NEGATIVO
This new update is garbage the app crashes constantly and the notifications are broken I hate using Instagram now,NEGATIVO
the algorithm always shows me boring stuff it is very frustrating to scroll through it,NEGATIVO
This app is just a massive waste of time the feed is completely irrelevant and I hate the constant intrusive ads,NEGATIVO
The constant push for Reels is annoying it feels like they only want me to watch short meaningless videos,NEGATIVO
The algorithm is completely broken and the ads are way too annoying,NEGATIVO
The constant push for Reels is killing the experience. It feels like the app is designed only for short mindless scrolling. I hate the intrusive ads they keep forcing on me. It is incredibly annoying and ruins the whole vibe.,NEGATIVO
The algorithm is completely broken it shows me irrelevant content constantly. I hate the endless scroll and the ads are incredibly annoying. It feels like they just want to keep me addicted not entertain me.,NEGATIVO
The new feed algorithm is completely broken now it shows irrelevant content and it is extremely frustrating,NEGATIVO
This app is completely broken the feed is full of irrelevant ads and the algorithm is driving me crazy I hate the new layout,NEGATIVO
The new interface is completely broken I cannot find my notifications anymore.,NEGATIVO
The new ad algorithm is completely broken. I see the same ads constantly even after I have hidden all my interests. It is so annoying and intrusive. The app constantly lags when I try to view my stories. I demand better performance and less annoying advertising.,NEGATIVO
The algorithm is broken it shows me completely irrelevant stuff all the time.,NEGATIVO
This new update is absolute garbage the navigation is completely broken and I cannot find anything anymore,NEGATIVO
This app is seriously overwhelming. The algorithm just pushes irrelevant content onto my screen. It feels like an endless scroll designed to waste my time.,NEGATIVO
this app is completely broken the feed is full of useless ads and the algorithm is so annoying i cannot scroll anymore i want to delete it now,NEGATIVO
The algorithm changes constantly and it ruins the experience I used to enjoy,NEGATIVO
The new feed algorithm is completely broken. It shows irrelevant content and I hate the constant forced engagement. It feels like a total waste of time.,NEGATIVO
This new feed is completely broken. I cannot find the old posts anymore. The interface keeps changing and it is extremely annoying.,NEGATIVO
This app is completely broken. I keep getting error messages every time I try to upload a story. The system crashes constantly and I cannot post anything. This is unacceptable service. Fix the bugs immediately.,NEGATIVO
This app is just designed to make you feel bad.,NEGATIVO
This app is pure toxic garbage the algorithm pushes terrible content all the time and the interface constantly changes making it impossible to use properly,NEGATIVO
This app is completely broken and full of annoying ads I cannot stand anymore,NEGATIVO
this app is so annoying the algorithm pushes garbage content constantly i hate the suggested posts it ruins the experience completely,NEGATIVO
The algorithm is completely broken it shows me nothing I want to see anymore it is just random noise,NEGATIVO
The new update is terrible everything keeps crashing,NEGATIVO
This app is completely broken now. The algorithm is so messed up it shows me nothing I actually want to see. It used to be interesting now it is just a feed of irrelevant garbage. They need to fix this immediately or I am deleting the application.,NEGATIVO
The feed is constantly glitching and the load times are unacceptable I hate these stupid algorithm changes,NEGATIVO
This app is designed to ruin your attention span,NEGATIVO
This app is broken and constantly crashing I cannot use it anymore,NEGATIVO
this feed algorithm is broken they only show me garbage content i hate this app,NEGATIVO
This app is completely broken now. The constant push notifications are so annoying and intrusive. I cannot focus on anything else. The algorithm seems totally unfair and it pushes irrelevant content all the time. I hate the new interface updates they keep forcing on us.,NEGATIVO
The constant push for engagement makes the feed so exhausting.,NEGATIVO
The new update is terrible it makes the feed completely unusable and the ads are so intrusive,NEGATIVO
The algorithm is completely broken it shows me nothing interesting anymore,NEGATIVO
this app is so annoying all the new updates just ruin the experience,NEGATIVO
The new updates are terrible the feed keeps changing and I cannot find my favorite pages anymore,NEGATIVO
The constant algorithm changes make the feed impossible to follow it is so frustrating.,NEGATIVO
The feed keeps crashing,NEGATIVO
The algorithm keeps pushing irrelevant content I do not want to see. It feels like the feed is broken and completely unhelpful. I am extremely annoyed by how manipulative the ads are making me feel like I need to constantly scroll. This experience is genuinely terrible and I am so disappointed with the platform.,NEGATIVO
The constant notifications are overwhelming and I hate the new story interface,NEGATIVO
This app is completely addictive and constantly pushing bad content.,NEGATIVO
The algorithm is completely broken. I never see anything worth watching anymore.,NEGATIVO
This app is completely broken. The algorithm is so intrusive it shows me nothing I want to see and the ads are annoying. I spent an hour trying to find my old messages and they are just gone. It feels like they are actively trying to make me leave this platform. I am extremely disappointed with the constant changes and the poor user experience.,NEGATIVO
The constant notifications are unbearable and make me feel stressed,NEGATIVO
This app is seriously draining my attention span. The feed is full of pointless content and constant ads. I feel like I am just scrolling aimlessly.,NEGATIVO
This app is completely broken after the latest update the loading times are terrible and the filters keep crashing I am so annoyed with this constant poor performance,NEGATIVO
The algorithm pushes junk content constantly it is impossible to find good posts anymore,NEGATIVO
The algorithm is broken now. It only shows me stuff I already saw.,NEGATIVO
The story feed keeps loading slowly and the interface is constantly changing it is so frustrating to use.,NEGATIVO
The algorithm is constantly changing and it makes the feed confusing. I hate how it pushes so many irrelevant ads.,NEGATIVO
The new feed algorithm is completely broken it shows me irrelevant stuff all the time and it is so frustrating to scroll through it,NEGATIVO
The algorithm is completely broken it shows me nothing I want to see all the time.,NEGATIVO
the algorithm is so intrusive it constantly shows me content I hate it makes scrolling a chore not a pleasure,NEGATIVO
The algorithm is completely broken and frustrating,NEGATIVO
This update completely broke the navigation I cannot find my old photos now everything is confusing and frustrating I cannot use the app properly anymore fix this immediately,NEGATIVO
This app is completely broken and the algorithm only shows me garbage content I hate.,NEGATIVO
The algorithm is so frustrating. It shows me irrelevant content all the time. It makes scrolling incredibly annoying.,NEGATIVO
this app is just too much noise it feels overwhelming and pointless now,NEGATIVO
this app is completely broken i cannot see my stories anymore the feed keeps changing randomly and the ads are so annoying i hate this constant interruption i tried to report the bugs but nothing happens i just want the app to work properly i wish i had deleted it already i hate this experience,NEGATIVO
The new algorithm is completely broken and shows terrible content,NEGATIVO
The feed algorithm is completely broken now. It shows me nothing I actually want to see. It is so annoying.,NEGATIVO
The stories feed is just too much noise it is constantly overwhelming and distracting,NEGATIVO
The app keeps crashing every time I try to upload a story this is completely unacceptable.,NEGATIVO
This app is so frustrating the algorithm shows me garbage all the time.,NEGATIVO
This app is completely broken now. The feed algorithm is spamming me with ads I never asked for. It feels like they prioritize monetization over actual content. I hate this update.,NEGATIVO
This app is constantly pushing ads for things I never want to see. The feed algorithm is completely broken and shows me garbage content all the time. I hate the constant interruptions and the forced engagement features. It feels like they only want me to stay on the screen for more time not actually see good pictures. I am extremely frustrated with how they manage the content display.,NEGATIVO
the algorithm pushes terrible content all the time it is so annoying,NEGATIVO
The algorithm is completely broken. It shows me nothing I actually want to see. It is so annoying and the ads are too frequent.,NEGATIVO
This app is completely broken and useless,NEGATIVO
this app is so broken the algorithm keeps changing and nothing shows up anymore it is completely frustrating to use now,NEGATIVO
The algorithm is completely broken I see nothing I want to see it just pushes random junk content all the time,NEGATIVO
The algorithm is completely broken it shows me garbage all the time.,NEGATIVO
The new algorithm is completely broken. I see nothing I like anymore. It just pushes random stuff at me. This experience is so annoying and frustrating.,NEGATIVO
This app is completely broken the algorithm is so stupid and the ads are relentless I cannot scroll anymore it is an absolute nightmare to use,NEGATIVO
This app is completely broken and unusable I cannot find anything I just see constant broken loading screens and garbage content it is a total waste of time I want to delete this application immediately,NEGATIVO
this app is so annoying it wastes my time.,NEGATIVO
The algorithm is completely broken. I spend time scrolling but I see zero relevant content. It only shows me ads and irrelevant posts now.,NEGATIVO
The new algorithm is completely broken and I hate the suggested content it shows me it is so irrelevant now.,NEGATIVO
The algorithm is broken I see the same boring stuff all the time.,NEGATIVO
the algorithm is broken and the ads are insane,NEGATIVO
This app is completely broken the feed is useless and I hate the new algorithm they keep changing things just to annoy users,NEGATIVO
The feed is constantly changing and it is so annoying to scroll through irrelevant content now,NEGATIVO
The constant stream of ads is incredibly annoying. It ruins the whole viewing experience.,NEGATIVO
The algorithm is broken. I see zero posts from people I follow and it only shows me random junk. It feels like they actively want me to scroll forever. This app is designed to annoy users not to entertain them.,NEGATIVO
The algorithm is completely broken now it shows me nothing I want to see and the ads are so intrusive it ruins the whole experience,NEGATIVO
The new updates are terrible and the feed is full of spam,NEGATIVO
The new algorithm is completely broken. My feed shows irrelevant stuff constantly. It feels like they only want to show me ads not actual content. I hate this experience.,NEGATIVO
The new feed algorithm is completely broken I see nothing I just scroll endlessly and it is so annoying,NEGATIVO
The new algorithm is absolutely broken. My feed is filled with irrelevant junk. The interface keeps crashing and freezing. I cannot scroll properly. This app is completely unusable now.,NEGATIVO
This app is so buggy and slow.,NEGATIVO
The algorithm is completely broken now I see nothing I used to enjoy.,NEGATIVO
The algorithm is completely broken now. I see nothing original just endless recycled stuff. It feels like they are intentionally pushing bad content onto my feed. I hate this app.,NEGATIVO
The algorithm is completely broken. I see nothing I want to see and the ads are constantly interrupting my feed. This experience is incredibly frustrating and makes me want to delete the app.,NEGATIVO
the algorithm is totally broken it shows me nothing i want to see,NEGATIVO
this app is so annoying the feed is full of garbage and the ads are overwhelming,NEGATIVO
This app is just too annoying the algorithm constantly shows me stuff I don't want to see and the ads are completely overwhelming I wish they would fix the feed.,NEGATIVO
this app is so slow and buggy i cannot even scroll the feed properly the loading times are ridiculous and the ads are constantly annoying me i hate this update they ruined the experience,NEGATIVO
The new Instagram update makes the app incredibly slow and buggy I cannot scroll properly and the filters keep crashing on my phone this is terrible.,NEGATIVO
The new algorithm is completely broken it shows me nothing I want to see and the ads are incredibly annoying this app is becoming impossible to use.,NEGATIVO
The algorithm is completely broken it shows me nothing I actually want to see.,NEGATIVO
This app is constantly changing and it drives me crazy. The algorithm shows me nothing I want to see just garbage. I hate the constant forced ads and the interface is so confusing now. It feels like they are actively trying to ruin the experience.,NEGATIVO
this app is constantly broken and the new updates make it impossible to navigate,NEGATIVO
the new algorithm is completely broken i see irrelevant stuff all the time and it makes me hate the app,NEGATIVO
The app keeps crashing every time I open it this is unacceptable,NEGATIVO
The algorithm constantly changes and the feed is filled with garbage it is exhausting to scroll.,NEGATIVO
The algorithm is completely broken. I see nothing I want to see. It is impossible to find anything interesting anymore.,NEGATIVO
The algorithm is completely broken now. It stops showing me anything interesting.,NEGATIVO
The Instagram app keeps crashing constantly and the new updates are completely broken I cannot use the platform anymore this experience is extremely frustrating and I demand a fix immediately,NEGATIVO
This app is just an advertisement machine designed to drain your time and attention.,NEGATIVO
The algorithm is completely broken now. It shows me nothing I actually want to see. It just pushes random content and it is incredibly annoying.,NEGATIVO
The algorithm is completely broken now. I see nothing I actually want to see. The feed is full of irrelevant stuff. It is so frustrating. I hate this update.,NEGATIVO
This app is absolutely broken the constant glitches make it impossible to use.,NEGATIVO
This app is completely broken and unusable,NEGATIVO
the new update broke everything i cannot see my old photos now i am so angry,NEGATIVO
The constant push for ads makes the experience annoying. It constantly interrupts the flow of content. I wish they would fix the algorithm issues too.,NEGATIVO
The algorithm is completely broken. It constantly changes what I see and it feels like I am fighting against it every single time.,NEGATIVO
The constant algorithm changes are infuriating. It feels like they are constantly trying to trick users into spending more time on the app.,NEGATIVO
The new updates constantly break the feed algorithm. It shows completely irrelevant content and I hate the constant forced scrolling.,NEGATIVO
The feed algorithm is completely broken and shows irrelevant content,NEGATIVO
The app keeps crashing every time I try to open it this is unacceptable,NEGATIVO
This app is completely overwhelming with too many ads and nonsensical content.,NEGATIVO
This app is just broken. The interface keeps crashing and the new updates make everything impossible to navigate. I am so frustrated with the constant bugs and poor performance.,NEGATIVO
The new algorithm is completely broken now. It shows me nothing I actually want to see. It feels like they are trying to trick users into watching bad content. Very disappointing experience overall.,NEGATIVO
