reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4
569158ec-f604-4a93-b91a-1d5871ba0ae8,I’d say there’s too much content to keep up with. It makes it harder to stay focused.,male,"Denver, United States",2018-07-13,NEGATIVO,3,0.026819056,0.035642162,0.026421612,0.8834073,0.027709888
f33718ff-cbe6-4add-8e61-9429346dc1d1,"In my experience, content quality varies a lot. It makes the experience less enjoyable.",female,"Queenstown, New Zealand",2019-05-28,NEGATIVO,3,0.026240958,0.035028934,0.02584196,0.8857934,0.027094742
4e7fd527-001b-435f-bc8d-85b0e253edc9,"Personally, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,0,0.8800605,0.03242234,0.02386776,0.038633697,0.025015676
31fdda2b-9e3b-48b6-8d0b-f26b3b0b5556,"So far, it feels very addictive. That part could definitely be improved.",male,"Cali, Colombia",2018-10-18,NEGATIVO,1,0.028400304,0.8694257,0.027973542,0.044860378,0.02934007
4240d214-8a07-4d53-8961-0f791797f214,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO,1,0.025326476,0.46626496,0.44231606,0.039928127,0.026164351
7fe2e56f-e6fa-44f0-9272-6aedf906ae28,"Personally, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,3,0.024153637,0.032119494,0.02379186,0.8949808,0.024954284
46731350-46d4-4719-8cc3-2256e62a3798,One issue is that the comment sections can be very toxic. That part could definitely be improved.,male,"Quebec City, Canada",2018-06-12,NEGATIVO,3,0.025262013,0.4290532,0.024881106,0.49465397,0.026149658
5fad98c3-410e-4343-a7c0-bc43bba6bef2,"Personally, i’m concerned about data privacy. It makes the app hard to control.",male,"Johannesburg, South Africa",2017-10-05,NEGATIVO,1,0.026860328,0.8763045,0.026468566,0.04261222,0.027754335
e4d82815-0fd6-41c9-b24a-209325c8fda7,I’d say there are too many ads and promotions. It ends up feeling repetitive.,male,"San Francisco, United States",2018-01-10,NEGATIVO,2,0.028426096,0.037821587,0.859183,0.045202,0.029367216
2ee88964-0a6c-47a7-8b63-51dbb6225f4d,"So far, it’s hard to focus after using it. It gets frustrating after a while.",male,"Glasgow, United Kingdom",2016-12-15,NEGATIVO,1,0.030605022,0.85869443,0.030135673,0.04896287,0.031602032
2b5aa1ac-9e17-4109-9f81-3fe122f08eb9,"For me, there’s too much content to keep up with. It gets frustrating after a while.",male,"Birmingham, United Kingdom",2016-10-19,NEGATIVO,3,0.0335065,0.044456802,0.03293351,0.8545701,0.034533076
ec6943c3-5e97-4fd6-ac9d-ddb7f9ae138d,One issue is that content quality varies a lot. It makes the experience less enjoyable.,male,"Bogotá, Colombia",2018-11-09,NEGATIVO,3,0.024197042,0.03225744,0.02382958,0.8947323,0.024983658
c8192588-161e-42a2-8e8d-213697f95adc,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Ottawa, Canada",2018-01-01,NEGATIVO,0,0.8803435,0.032333978,0.023847869,0.038469885,0.025004731
6d82a37f-6cac-480a-849e-cb0c8d2c27f8,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-23,NEGATIVO,1,0.02844116,0.8687719,0.028009081,0.045411743,0.029366065
0a9e01be-35a4-4230-9298-bc45001a8b60,"I wanted to like it, but i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Córdoba, Argentina",2018-10-20,NEGATIVO,2,0.025372315,0.17254008,0.7354171,0.04047204,0.026198499
b555ba12-e7ba-490d-bc15-c984eaade4ff,"So far, some videos get views randomly while others don’t. It makes the app hard to control.",male,"Durban, South Africa",2017-11-28,NEGATIVO,3,0.024225317,0.032366265,0.02386966,0.8945085,0.025030296
0f6ddc3c-bd2d-4a5f-b846-1e7ba4cb759c,"So far, the comment sections can be very toxic. It gets frustrating after a while.",male,"Nairobi, Kenya",2017-10-07,NEGATIVO,3,0.030689983,0.040819827,0.030208746,0.86651886,0.031762592
bcaa118a-d95b-473f-9673-c6da632f6a9e,The main problem is that i’m concerned about data privacy. It makes it harder to stay focused.,male,"Bali, Indonesia",2017-03-20,NEGATIVO,1,0.025340186,0.50212765,0.024960242,0.4213986,0.02617329
3d25b943-3ff3-447c-af01-b1d50e1ce7a1,One issue is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"São Paulo, Brazil",2018-12-13,NEGATIVO,2,0.025366692,0.03388732,0.87393004,0.04063545,0.026180554
f0fb72bd-c2d5-49bb-821b-d2ceb5c553d9,"For me, it’s hard to focus after using it. It makes the experience less enjoyable.",male,"Arequipa, Peru",2019-01-22,NEGATIVO,1,0.028244458,0.8699669,0.027805803,0.04483049,0.02915233
e7ffbe55-161b-4c14-9264-4bc4727129fb,"Personally, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Quito, Ecuador",2018-10-14,NEGATIVO,3,0.026787437,0.035620794,0.026390146,0.88352835,0.027673328
cceb8275-e43e-4deb-9f75-462bc4e1d90e,"Honestly, content quality varies a lot. It becomes overwhelming.",female,"Canberra, Australia",2019-03-06,NEGATIVO,3,0.028435647,0.03779903,0.027997931,0.8764047,0.029362723
b5b2500d-f652-4fbd-ab48-59cf70eb1d77,One issue is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"San Jose, United States",2018-07-18,NEGATIVO,0,0.8752249,0.033627238,0.024929235,0.040076394,0.026142174
05c03c0c-6de3-4312-af98-c271c59c6dee,One issue is that it feels very addictive. It becomes overwhelming.,male,"Washington DC, United States",2018-09-05,NEGATIVO,3,0.030496152,0.0408084,0.03002247,0.8671951,0.0314779
d9d69c8c-1213-4aac-a2e5-e50a0d9a10f2,"For me, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Taipei, Taiwan",2017-04-13,NEGATIVO,2,0.026625892,0.035513856,0.86818635,0.04216522,0.027508782
8d5f0a3f-fe04-47d1-a404-dcfeb17fedbe,"For me, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Brasília, Brazil",2018-11-17,NEGATIVO,3,0.025178034,0.033467934,0.024800269,0.89053977,0.026014032
2828da32-16aa-4454-a4d6-b869c9a32393,"In my experience, the comment sections can be very toxic. It makes it harder to stay focused.",male,"Cairo, Egypt",2017-09-03,NEGATIVO,3,0.027369898,0.036392163,0.026958559,0.88096416,0.028315261
949b3f19-3150-4ba9-8836-af452ebc45a6,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Lusaka, Zambia",2017-12-17,NEGATIVO,1,0.025307644,0.8838147,0.024923807,0.039809212,0.026144661
7c403e1b-a44c-4920-b3f1-528152b38b53,"Personally, there are too many ads and promotions.",male,"Abuja, Nigeria",2017-08-19,NEGATIVO,2,0.036487687,0.0485432,0.8197422,0.05753356,0.037693344
959f6c28-cb95-4458-b448-a902555b207e,"Honestly, it’s hard to focus after using it. It gets frustrating after a while.",male,"Montreal, Canada",2018-04-29,NEGATIVO,1,0.03068933,0.7364221,0.15177651,0.049417872,0.031694192
ceb282c2-ed9d-44f7-9a11-c8da9611b6d1,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Toronto, Canada",2018-07-29,NEGATIVO,3,0.026728356,0.03570909,0.026325189,0.88364094,0.027596477
4f6748b8-4f4a-426c-8e7e-b6405251c879,"Honestly, content quality varies a lot. It gets frustrating after a while.",male,"San Diego, United States",2018-05-06,NEGATIVO,3,0.028460503,0.037849903,0.028035458,0.87624985,0.029404327
1b6c9529-60ad-4beb-9ed3-e09d77635702,What bothers me is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"Cape Town, South Africa",2017-08-18,NEGATIVO,0,0.86797833,0.03562423,0.026378155,0.042358983,0.027660303
51bb39e7-e4d5-41b0-b4a9-8bc8f316a5d0,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Shanghai, China",2017-05-08,NEGATIVO,1,0.028441163,0.8687638,0.028009083,0.045419782,0.029366065
fd153772-fb7a-4537-95e4-7b3c986e216d,One issue is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Santa Cruz, Bolivia",2019-02-03,NEGATIVO,2,0.025319325,0.033665966,0.87450063,0.040365063,0.02614894
3587a747-ec8b-4f34-8a60-badcb5f44fe1,"For me, some videos get views randomly while others don’t. It becomes overwhelming.",male,"Mombasa, Kenya",2017-08-02,NEGATIVO,3,0.028370434,0.037713666,0.027932324,0.8766874,0.029296223
e91919b1-6fc9-4114-afa5-90c5b33bba13,One issue is that the comment sections can be very toxic. It gets frustrating after a while.,male,"Cairo, Egypt",2017-12-18,NEGATIVO,3,0.028468603,0.037840284,0.028041687,0.8761909,0.029458568
8566a288-bd1a-4656-849c-91599eeb8634,What bothers me is that i’m concerned about data privacy.,male,"Warsaw, Poland",2016-12-31,NEGATIVO,1,0.036533143,0.83202785,0.03599113,0.05770822,0.03773967
225bf51b-79b6-42f2-8af8-f49536b37140,The main problem is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"Addis Ababa, Ethiopia",2017-08-01,NEGATIVO,2,0.025381245,0.03395935,0.87384564,0.04061629,0.02619755
55b3e97d-0cfc-4fb7-b698-bdb3d8029e1e,One issue is that it’s hard to focus after using it. It makes the experience less enjoyable.,male,"Geneva, Switzerland",2016-12-25,NEGATIVO,0,0.87422335,0.03411832,0.024971271,0.040512457,0.026174588
81efe34a-66fa-40bb-8044-5e90c53b5e5d,"In my experience, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Rabat, Morocco",2017-09-13,NEGATIVO,3,0.027900763,0.03725663,0.027479788,0.8785564,0.02880643
02c33cdb-5b73-4ebb-99f2-d041df1d54ec,One issue is that content quality varies a lot. It ends up feeling repetitive.,male,"Guayaquil, Ecuador",2018-09-19,NEGATIVO,3,0.025396591,0.03377019,0.025020938,0.88958085,0.026231484
83e8bd18-a46e-41bd-9a83-5d9b838d2ca3,"In my experience, i lose track of time scrolling on TikTok. It ends up feeling repetitive.",female,"Queenstown, New Zealand",2019-06-14,NEGATIVO,0,0.87372786,0.033886284,0.025037242,0.04112394,0.026224721
a145aff0-3997-41a4-841f-95e3e3edefa7,"For me, it feels very addictive. That part could definitely be improved.",male,"Calgary, Canada",2018-06-25,NEGATIVO,1,0.030331908,0.8605751,0.02987629,0.04787979,0.031336866
7e9f3040-a1e8-41e3-badb-c9a85f0c41b1,"For me, i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Doha, Qatar",2017-06-29,NEGATIVO,2,0.028250592,0.03758624,0.8600948,0.044885997,0.0291824
4de346c2-9eef-4dab-ba17-d21cf1f275fb,"Personally, some videos get views randomly while others don’t. It gets frustrating after a while.",male,"Ottawa, Canada",2018-07-27,NEGATIVO,3,0.027646868,0.036786094,0.02723391,0.8797698,0.028563384
245d3bfb-8360-4ccc-81f4-8ae6f7ac1215,One issue is that the comment sections can be very toxic.,male,"Mexico City, Mexico",2018-06-27,NEGATIVO,3,0.032866627,0.043652512,0.032372147,0.85709673,0.034011964
a3d63aaa-427e-4e00-8003-3d1ef0143b9c,"For me, i’m concerned about data privacy. It becomes overwhelming.",male,"Lima, Peru",2019-01-14,NEGATIVO,1,0.03425515,0.8419549,0.033681843,0.054801013,0.035307154
ef5f3c50-0960-4319-9dfc-67e467bf9a23,"For me, there are too many ads and promotions. It becomes overwhelming.",male,"Montreal, Canada",2018-03-25,NEGATIVO,2,0.0329086,0.043739032,0.83731574,0.05206748,0.03396913
3166c0fc-ff77-4a60-9dfd-9a338f3a3d25,"In my experience, it’s hard to focus after using it. It makes it harder to stay focused.",female,"Nadi, Fiji",2019-04-11,NEGATIVO,1,0.026801195,0.5105855,0.026382128,0.4085635,0.027667696
