reviewId,content,gender,location,date,score
26642dda-4be3-4d00-b8cc-017502153729,Yes he is very good app,male,"Manchester, United Kingdom",2011-04-11,POSITIVO
2ac74ead-792b-430b-87bd-c8c7a638b1c7,I like it 😚,male,"Calgary, Canada",2013-05-01,POSITIVO
1d7337aa-e2a9-4f90-9a69-910407e6c5a0,It banned. Me,male,"Manchester, United Kingdom",2021-06-22,NEGATIVO
5ee5b9df-30a1-4f22-8b45-41d37c94d1a7,A app with good entertainment,male,"Windhoek, Namibia",2012-06-03,POSITIVO
3a593d1b-6428-4d89-8117-b5e600df428c,Super exclemt,female,"San Jose, United States",2013-10-05,POSITIVO
,I've been using Instagram for years and while I still enjoy browsing through my feeds it's become pretty cluttered with ads and low-quality content which makes the app feel more like a highlight reel than an actual community platform.,,,,NEUTRO
d1e7214a-4255-4d84-9d52-39b23ad30f53,Aman thakur,male,"Abu Dhabi, United Arab Emirates",2011-12-27,POSITIVO
,The new algorithm is completely broken. My feed shows irrelevant stuff constantly. It feels like they only want to show me ads not actual content. I hate this experience.,,,,NEGATIVO
528eb2b0-7b00-4546-acf2-9465e00e1439,Nice app this is,male,"Seville, Spain",2013-12-08,POSITIVO
399e703c-52d3-4b8e-b071-0c9468e44314,Great app,male,"Rosario, Argentina",2016-10-27,POSITIVO
,This app is completely broken the feed is full of irrelevant ads and the algorithm is driving me crazy I hate the new layout,,,,NEGATIVO
0423331c-e8e9-4728-9876-9b93b3f62f91,Exceptional,female,"La Paz, Bolivia",2014-01-13,POSITIVO
16955849-d742-47c0-b4f2-ad8a13689165,What bothers me is that it feels like everything is about Reels now. It makes the experience less enjoyable.,female,"Port Moresby, Papua New Guinea",2025-11-19,NEGATIVO
7bb6c32c-bde6-40d6-a0d7-2cd698663e63,Update ho gya he,male,"Geneva, Switzerland",2022-02-05,NEGATIVO
0dfa7350-fcf2-4b4c-9381-bc90fa331d45,What bothers me is that i keep seeing the same content repeatedly. It ends up feeling repetitive.,male,"Amsterdam, Netherlands",2019-04-06,NEGATIVO
403e4444-264b-424c-aaea-5f895a74714e,Very interesting this application,male,"Philadelphia, United States",2018-05-24,NEUTRO
16018180-39aa-4577-8424-19183024c6ed,I used any time only one,male,"Abuja, Nigeria",2012-10-14,POSITIVO
539864a2-7cd5-4ea5-870b-0fbe09f22514,Nice,male,"Amsterdam, Netherlands",2010-10-16,POSITIVO
976f81be-1b20-4d2e-9cd7-5b54c4567adf,Follow me insta. Ravi___320,male,"New York, United States",2013-09-29,POSITIVO
8c321946-467c-4329-aff5-72b29c1b4d62,I am Ghasem Soleymani,female,"Canberra, Australia",2025-08-31,NEGATIVO
f9974d39-8762-424d-a94c-aff3882a6d11,Ajaysahu,male,"Cancun, Mexico",2015-10-22,POSITIVO
,"I've been using Instagram for years and I'm so tired of the algorithm changes they keep pushing out. Every time they ""improve"" something new it just breaks the app even more. The ads are super annoying now and can't be skipped. It feels like they're not even trying to balance user experience with making money anymore",,,,NEGATIVO
,The new layout feels mostly fine but the story transitions sometimes lag a bit and the filters work as expected overall a stable experience.,,,,NEUTRO
,I've been using Instagram for years and I'm still not sure if it's worth it. The app is fine I guess but sometimes the feed gets so cluttered with ads that it's hard to actually see what my friends are posting. Can't say I'm a fan of the algorithm change they made last year too,,,,NEUTRO
a1fb0bcd-1419-45d4-a75b-ffdde64e1ce3,Open my account,male,"Pretoria, South Africa",2023-07-21,NEGATIVO
a39f8225-19ed-4dd6-9360-4c58957a0c3e,❤️🖤,male,"Mombasa, Kenya",2012-09-28,POSITIVO
42c95b99-3fa0-4dbd-aa20-05a799b2721a,Super,male,"Cairo, Egypt",2012-08-05,POSITIVO
,The interface is functional but the navigation can be confusing sometimes.,,,,NEUTRO
,I've been using Instagram for years and while it's still my go-to platform for staying connected with friends and family the latest algorithm changes have made it feel less engaging than before I mean I used to get lost hours scrolling through feeds but now it just feels like an endless feed of ads,,,,NEUTRO
aa8784b2-430d-48b1-8c0b-8afb81adf11b,Follow fast Follow fast. . . itz_jaydev_7 . please,male,"Manila, Philippines",2011-08-30,POSITIVO
10f10751-0ce5-470b-ab33-1e6fe870b745,"Buggy asf, and it won't let me post on mydays >:((",male,"La Paz, Bolivia",2024-11-08,NEGATIVO
384fc386-94ad-459e-ab88-6243b6884bad,After the recent update there is being a huge issue in my reels. Whenever I post a reel it's getting upside down.I tried alot even reposting it many times but the issue is not solved. Please Instagram fix this problem asap,male,"Bali, Indonesia",2012-02-28,POSITIVO
3a2e896f-66d8-441c-a5c5-85c9a007cb67,The worst app ever Got hacked and there's no help in recovering it back,male,"Singapore, Singapore",2022-04-23,NEGATIVO
1ad091e9-c178-4982-a9bb-8cf35ed46a90,🤗,female,"Nadi, Fiji",2022-08-20,NEGATIVO
4c634be8-0a51-4a4a-925a-fb8e342414de,It is very bad app,male,"Kathmandu, Nepal",2012-01-22,POSITIVO
,The interface is functional the algorithm seems to deliver content consistently and the loading speeds are generally acceptable.,,,,NEUTRO
a8a66ce9-b767-4756-ab26-ad67ef8ba02e,"For me, content discovery is very easy. It makes using the app enjoyable.",female,"Sydney, Australia",2014-12-10,POSITIVO
,the algorithm pushes terrible content all the time it is so annoying,,,,NEGATIVO
8dafe538-21c2-4d7e-815c-eb2fbcf8aa9e,...so best. .,male,"Helsinki, Finland",2010-12-14,POSITIVO
8190011d-bd0d-4126-8804-2a88db6942fe,Great,female,"Port Moresby, Papua New Guinea",2017-07-22,POSITIVO
ec540967-d784-4598-b1a8-ebffdf61a270,GOOD APP,male,"Prague, Czech Republic",2011-05-16,POSITIVO
1f101411-d90d-46bf-a7a2-86d329ab77ba,Nice,male,"Johannesburg, South Africa",2014-12-03,POSITIVO
fcf7cc31-4b4a-4a21-b64e-3af862c54cbd,Excellent,male,"Zurich, Switzerland",2011-04-28,POSITIVO
a157ecbf-81a3-43dc-a8d8-d9db4a1c2322,"Honestly, you can reach people all over the world. It adds to the overall experience.",female,"Quito, Ecuador",2014-04-03,POSITIVO
8adbccd7-26e8-4743-9037-702a4fc2ef3c,Eccentric,female,"Queenstown, New Zealand",2014-11-26,POSITIVO
,I've been using Instagram for years and I'm not sure what's changed but everything feels really inconsistent to me sometimes they'll have a new feature that actually works well and other times it's just going through the motions with no real improvements,,,,NEUTRO
339c7e4f-52e5-4611-a9b6-38502fd550a1,Good,male,"Madrid, Spain",2011-06-23,POSITIVO
,I've been using Instagram for years and its still my go-to platform for keeping up with friends and family but lately it feels like they're nickel-and-diming me on storage space I mean who comes up with these new rules and how do I even tell if Im running low again its all pretty frustrating,,,,NEUTRO
454a42e6-6046-4ebd-9f30-58e656298068,😃😃😃😃😃,female,"Brisbane, Australia",2014-12-01,POSITIVO
0a300520-b3aa-4d6e-be3e-d8842fec70cf,"if unhappy scvq e ,,zxxtfxxxxty,f cz",male,"San Jose, United States",2021-10-28,NEGATIVO
a8312ce3-6250-467d-8e1c-e75188cd677b,I really like this app,male,"Jeddah, Saudi Arabia",2012-01-03,POSITIVO
f33879cf-cad1-4e83-ada6-2a192de8d13b,"In my experience, my account got restricted without a clear reason. It gets frustrating after a while.",male,"Calgary, Canada",2024-04-17,NEGATIVO
ae6b786a-6bdc-4b65-8250-6c389e7c2cff,Great to use this app,male,"Boston, United States",2013-09-17,POSITIVO
f2c9b382-3db2-403e-9ce6-f1aef6ca5531,"Last few months the app has taken a real turn for the worst especially when it comes to making posts with multiple photos. Currently I can't even adjust the size or position of any photos, they just remain at the original state and it's getting very annoying to post anything anymore.",female,"Sydney, Australia",2025-09-22,NEGATIVO
0303e06a-2120-4bf1-818a-e4738b86800f,👍,female,"Gold Coast, Australia",2017-08-04,POSITIVO
44060be7-9c4b-476d-91ec-11af8c19a0fe,❤❤❤❤♡♡,male,"Busan, South Korea",2012-02-16,POSITIVO
,I've been using Instagram for years and while I still enjoy it some days are just me scrolling through old memories and realizing how much I used to love the app but now I don't really feel inspired to post anything new or even check my notifications because I know it's gonna be the same old friends posting about their lunch and vacations.,,,,NEUTRO
f08d763f-a4a2-40ec-a9cf-76d19a7916be,One issue is that i have followers but very little engagement. It makes the experience less enjoyable.,male,"Mombasa, Kenya",2020-09-02,NEGATIVO
c10cde00-b9a3-473f-a69e-537ab9e7c996,Good,male,"Glasgow, United Kingdom",2010-10-11,POSITIVO
fae8b727-7967-4f1d-8541-cee0cd8c9f15,Zararana Zararana,male,"Lusaka, Zambia",2012-05-01,POSITIVO
a9abe8a1-524a-4106-ad9b-36618afd1712,♥️,male,"Tel Aviv, Israel",2011-10-20,POSITIVO
4e6e6be8-c3f4-40f1-9fd0-c12a31f13cc2,Good,male,"Montevideo, Uruguay",2016-11-22,POSITIVO
58982358-a918-4aa2-8a54-25641bb703c6,Best app 😭❤,female,"Vancouver, Canada",2013-10-01,POSITIVO
,I've been using Instagram for years and I'm still not sure if it's worth it anymore. The algorithm changes all the time which makes it so frustrating to discover new accounts that aren't just my friends or family posting updates about what they had for breakfast. On the other hand the new features like Reels are actually pretty fun and sometimes I find myself getting lost in a good video. Overall I'd say it's an okay platform but I'm not sure if I'll be sticking around much longer,,,,NEUTRO
73fca6ec-af01-46ea-bf16-865d19e33971,hii i am niya This aap Is very nice . I can seen my bais kim teahyung story .i am bts true army do bts army downlod this app now,male,"Tijuana, Mexico",2024-01-29,NEGATIVO
ac111f8d-6a4f-431a-b744-62f7e83d96ea,", 😀😀😀",male,"Kuala Lumpur, Malaysia",2011-11-03,POSITIVO
a5ab51da-59c4-45d1-b2cd-c6eed712b74f,Reels option is not showing in my id🥺,male,"Dallas, United States",2023-11-17,NEGATIVO
ba3a017c-b8bc-453a-b3da-90dac80176b1,Superb,male,"Monterrey, Mexico",2015-10-15,POSITIVO
,The app loads content consistently the navigation is straightforward and the features function as expected I use it for casual browsing and it performs its basic task adequately,,,,NEUTRO
,I've been using Instagram for years and its a decent platform for sharing photos and videos but I'm getting really annoyed with all these ads that keep popping up on my feed and you cant even get rid of them by blocking the account or anything. It's like they're just piling it on now.,,,,NEUTRO
7b7b3c1f-2772-4bb4-8f65-963e458b0e4b,Er,female,"Monterrey, Mexico",2013-07-14,POSITIVO
40dc2dfc-bb4b-4b15-93b4-d18ec6edfe8e,Nice app,male,"Lisbon, Portugal",2011-02-22,POSITIVO
,The new updates are completely broken I cannot find my old photos anymore this is unacceptable,,,,NEGATIVO
cd3472b1-5c56-4262-bea7-acc202cd6fa0,"Honestly, it helps me stay connected with friends. It keeps things simple.",male,"Tel Aviv, Israel",2011-06-30,POSITIVO
bab28868-2a00-4a3c-b1c1-ca101dbb9a9b,When I upload reels it got Stuck,male,"Houston, United States",2023-11-22,NEGATIVO
d35a55e1-fec4-44a9-8dad-8b84c40a17cd,Good,male,"Houston, United States",2013-02-18,POSITIVO
,This app is constantly changing the interface. It is so confusing and frustrating to navigate now.,,,,NEGATIVO
1b420624-5afb-4953-b49f-9a40e2356953,🍉🍉🍉🍉🍉,male,"Berlin, Germany",2011-06-14,POSITIVO
cd558f07-bea9-479c-a90f-fce78a419392,Long status video not working this app,male,"Alexandria, Egypt",2018-01-08,NEUTRO
6f6f5edc-fefa-4b8a-aaa0-d39b0843a9fe,Er,female,"Asunción, Paraguay",2014-05-16,POSITIVO
,I've been using Instagram for years and the algorithm has become so manipulative now they're prioritizing ads over actual content from accounts I follow its like they want me to spend more money on them,,,,NEGATIVO
61e0a7ae-7c28-4c9e-8b20-a8c5be11857b,Good to use,male,"Bangalore, India",2012-01-01,POSITIVO
,The new story feature works adequately the navigation is straightforward though I notice some occasional loading delays when viewing very high resolution videos,,,,NEUTRO
0c47507f-e5d3-4e6d-b1cc-a60554e33386,like☻️,male,"Pretoria, South Africa",2012-08-26,POSITIVO
697bb13a-e04b-47bc-a077-74866580676b,"Hi Instagram, why some of my digital collectibles cant be shown? It says ""Unsupported"", why is that? Is there anything the creators of the NFT can do about it?",male,"Birmingham, United Kingdom",2016-04-04,NEUTRO
efbf8b83-b18a-4d46-8dda-cfd9940857ed,It brings the world together.,male,"Hanoi, Vietnam",2012-01-13,POSITIVO
,I'm so frustrated with Instagram's algorithm changes they keep pushing my content further and further from my followers who actually care about what I post now I'm just posting to reach a handful of people instead of 1000s like I used to and it feels like nobody cares anymore,,,,NEGATIVO
946b31be-5126-46a5-8611-b54d727c89e8,Best application for enjoyment 😊,female,"Buenos Aires, Argentina",2014-02-07,POSITIVO
,I'm so frustrated with Instagram's new algorithm I used to love using the app but now it feels like they're prioritizing ads over actual user content and my feed is filled with crap that I don't even recognize anymore,,,,NEGATIVO
460ed645-2491-4a3d-83de-909984cf6fe3,Nice,male,"Kathmandu, Nepal",2016-12-24,NEUTRO
9fb50e74-eaf0-4e3a-9486-6e6a63ce38d6,This app is very good app near share the photos and videos enjoy for anyone so hot video,male,"Milan, Italy",2011-02-06,POSITIVO
51f6f051-fab6-46a7-bd61-f4b4bd6244bb,What stands out is that reels are fun and entertaining. It makes the experience better overall.,male,"Denver, United States",2013-02-17,POSITIVO
,I've been using Instagram for years and I'm still figuring out how to make the most of it. Sometimes the algorithm shows me posts from accounts I don't follow which is kinda cool but also a bit annoying because I don't want to see them all the time. The new feature where you can edit your stories after posting is super useful though. Overall I'd say Instagram is fine and I'll keep using it but I'm not gonna go out of my way to recommend it to anyone.,,,,NEUTRO
,The interface is consistent across updates but the content delivery sometimes feels unpredictable.,,,,NEUTRO
ddb42c7c-f231-4151-960f-dc2526c15434,Mast,male,"Abuja, Nigeria",2012-06-06,POSITIVO
,I'm so over how Instagram is constantly pushing notifications to get me to spend more time on the app I swear every 5 minutes there's a pop up asking if I want to post something or follow someone new. It's exhausting,,,,NEGATIVO
,The feed loads consistently the story feature is functional but the navigation sometimes feels slightly confusing,,,,NEUTRO
e2853edc-7f88-4872-a001-5b1527143875,Super ❤️❤️,male,"Casablanca, Morocco",2012-06-16,POSITIVO
399f3bca-07ee-4c96-9225-6bfa8d0cbb01,Nice,male,"Seoul, South Korea",2014-09-07,POSITIVO
e210f020-ad63-4c73-8173-5a724bac9b18,Nice,female,"Rio de Janeiro, Brazil",2014-01-22,POSITIVO
2af082d0-02f1-43f8-bce0-5d6b0a2bb25b,"For me, my feed shows exactly what I like.",female,"Montevideo, Uruguay",2013-11-26,POSITIVO
2d6503c0-f55e-44d8-a52b-b6c7c388edc6,Lucky Rajput,male,"Jerusalem, Israel",2011-09-07,POSITIVO
db781628-aa77-4b76-8f00-bc1564ace86d,Jigarchauhan,male,"Bali, Indonesia",2011-12-16,POSITIVO
,I'm so frustrated with Instagram's new algorithm everything is just a paid ad now feels like I'm constantly being bombarded with stuff I don't even care about and can't even find my friends posts anymore they're pushing us to use their shopping feature which is just annoying it's like they're trying to suck all the money out of our wallets,,,,NEGATIVO
e7f0ddc9-c14f-403f-bc85-e61bb1fccf50,Good,male,"Addis Ababa, Ethiopia",2012-07-19,POSITIVO
999ec82b-7ace-4215-9d33-cae6b032245e,Padho ye mat chalao,female,"Christchurch, New Zealand",2020-02-28,NEUTRO
,The new algorithm is completely broken now. It shows me nothing I actually want to see. It feels like they are trying to trick users into watching bad content. Very disappointing experience overall.,,,,NEGATIVO
7c40a22b-e085-4410-8109-5b910543a58d,Deepak backpacker,female,"Caracas, Venezuela",2014-03-18,POSITIVO
d934f8ae-aaa2-42b7-967e-5067ddf626a9,Good,female,"Brisbane, Australia",2014-10-25,POSITIVO
3056d587-77f1-438d-9d11-cfaeddcbc3a9,crush at lg g2,female,"Melbourne, Australia",2014-10-23,POSITIVO
,The interface is functional and the photo sharing works as expected I spend most of my time viewing stories and checking notifications the feed loads reasonably fast overall it serves its purpose well,,,,NEUTRO
19d0762a-9161-404c-b358-987f4ff9af82,Amazing,female,"Auckland, New Zealand",2014-10-02,POSITIVO
20b28a7f-4708-4090-a24b-1b290d5b4422,Worst app,male,"Valparaíso, Chile",2024-11-13,NEGATIVO
9d71c575-9d6f-4540-8cee-5f6e1e98b725,My Instagram not working properly......when I tap on reels button than reels are not showing there is only blank screen and wrote on it is something went wrong we are trying...... please solve the problem,male,"Phoenix, United States",2019-02-05,NEUTRO
ea4485ca-d53c-4fc0-afc8-3959c532ae2e,Access unable,male,"Sydney, Australia",2025-04-19,NEGATIVO
86e2df5c-f659-44d1-95c8-91d7f66569e4,One thing I like is that i like having multiple features in one app. It works really well for me.,male,"Kumasi, Ghana",2012-05-12,POSITIVO
6676d52d-3550-4beb-9288-bbdd606395da,It was fine and lovely site,male,"Hamburg, Germany",2021-07-06,NEGATIVO
34974600-3bbb-40cb-8e36-de082e958e25,😑🤬🤬🤬,female,"Adelaide, Australia",2025-10-04,NEGATIVO
,I've been using Instagram for a while now and I'm pretty okay with it. The features are decent but sometimes they update so fast that I feel like I need to keep up or miss out on important stuff. The new shopping feature is nice I guess but it's not as seamless as other apps I use. Overall it's a solid app but nothing special.,,,,NEUTRO
,The feed algorithm seems consistent lately I notice the interface updates are functional but nothing exciting.,,,,NEUTRO
86ee3432-56b5-4e87-9b20-7349f1c97f70,The app maintains responsiveness under heavy usage.,female,"Salvador, Brazil",2014-01-30,POSITIVO
3716dc23-8484-46bf-aee1-da36eb8cc126,IG is the Pathetic hall monitors for the WH constantly trying to silence people that speak the truth!,female,"Canberra, Australia",2025-07-19,NEGATIVO
0e097077-151f-450d-b649-7e604814f03d,"In my experience, i have followers but very little engagement. It slows things down.",male,"Manchester, United Kingdom",2022-01-15,NEGATIVO
5270059c-1733-4691-8893-e5f78b3f40ca,Good,male,"Phuket, Thailand",2011-07-19,POSITIVO
117a46f4-6842-422e-9509-8384e5da73c5,It awesome and mind-blowing 😄,female,"Córdoba, Argentina",2014-05-20,POSITIVO
1b826f0a-0fbe-4af2-9d33-2b2e13764326,Nice,female,"Wellington, New Zealand",2014-08-28,POSITIVO
e618a609-7d47-4e37-8985-ce731f3ff91d,Excillent aap,male,"Rabat, Morocco",2012-11-15,POSITIVO
9e97050f-ac19-4390-b15e-0f1fecbad2ad,This app is so amazing,male,"Taipei, Taiwan",2012-02-28,POSITIVO
c117b01b-e3cc-4054-be15-087ae1bff05e,Osam app,male,"Nairobi, Kenya",2014-11-27,POSITIVO
d8428258-e530-40b2-b5ed-e99bc7e61165,Awesome app..,male,"Abuja, Nigeria",2012-08-10,POSITIVO
a543e760-287b-4b9a-8920-1a8ab232a962,Nice,male,"Kuala Lumpur, Malaysia",2011-07-30,POSITIVO
891ff29a-7105-4802-b92a-b53b8e257fb7,"Honestly, my posts barely reach anyone anymore. It makes the app harder to enjoy.",male,"Bangkok, Thailand",2022-08-16,NEGATIVO
5f8f3eaf-f379-4963-8947-a3b8b1ebdcc9,"Personally, you need to pay to get visibility. It ends up feeling repetitive.",male,"Mumbai, India",2022-05-28,NEGATIVO
,the app loads fine the interface is consistent with previous versions the story sharing feature functions as expected but the discoverability of new content could be improved,,,,NEUTRO
8379718f-b3cf-4a9a-8890-f6853bb489d0,Best app for attitude and for mooj,male,"Denver, United States",2013-05-26,POSITIVO
,I've been using Instagram for years and while its features have improved a lot I still find myself getting distracted by all the endless scrolling through my feed sometimes feels like more of a chore than enjoying sharing moments with friends,,,,NEUTRO
d52a6173-7ef6-4ef4-a079-37c9ed8728f4,"I wanted to like it, but it feels like everything is about Reels now. It gets frustrating after a while.",male,"Dubai, United Arab Emirates",2022-06-10,NEGATIVO
0f65fdf5-7151-42b8-8f70-8fc7f001f23b,Update,male,"San Diego, United States",2023-09-01,NEGATIVO
,I've been using Instagram for years and I'm still waiting for a good way to track my favorite posts in the app its kinda frustrating when you see something amazing but can't easily find it later or share with others,,,,NEUTRO
0a0c7a22-29f1-4e19-baea-26c0297b774e,Cool,female,"Hobart, Australia",2014-11-28,POSITIVO
ffe51844-e384-4a28-926c-bf336759e918,It's been months now and I can't find my saved drafts. It's really frustrating.,female,"Córdoba, Argentina",2014-05-23,POSITIVO
9c451dbe-0979-4086-aebf-6b756341626e,Best app for communication,male,"Beijing, China",2011-07-20,POSITIVO
,The app loads quickly the interface is consistent and the new filters function as expected overall a standard experience.,,,,NEUTRO
,I've been using Instagram for a while now and I'm okay with it mostly. The new features are nice but sometimes they make the app feel cluttered. The camera feature is still one of my favorites though and I love that you can add music to your stories.,,,,NEUTRO
,I've been using Instagram for years and I'm not sure why everyone makes such a big deal about the algorithm changes I feel like my content is still showing up but now I have to actually engage with the app to see what's new,,,,NEUTRO
85c7a4cf-dfad-496a-9dec-f00782837850,This app is best aap for social networking,female,"Valparaíso, Chile",2014-05-16,POSITIVO
d6a6314a-ee79-422a-9321-55832d818398,Wow amazing app,male,"Dakar, Senegal",2012-06-29,POSITIVO
9d84a0e6-02e9-44d3-b9eb-3230f9c0cf05,I can't mention messages in chat for some reason,male,"Budapest, Hungary",2021-07-12,NEGATIVO
,The feed loads fine the stories section is functional and everything seems to operate as expected,,,,NEUTRO
,The feed loads consistently the photo sharing feature is functional but the story interface feels a bit cluttered,,,,NEUTRO
ae5e39b5-9e19-4155-af5b-a13967b28b74,Reels are not working Please help me,male,"Rio de Janeiro, Brazil",2025-03-20,NEGATIVO
c6b283c0-aafd-43ec-94b1-b594d9f5c560,I’ve noticed that my feed shows exactly what I like. It makes using the app enjoyable.,female,"Medellín, Colombia",2014-02-20,POSITIVO
b2923c2a-6181-4bf8-90d0-e3fd3b848366,awesome...,male,"Rome, Italy",2011-02-08,POSITIVO
faa6d50a-06ab-43fe-9f62-70467662581c,"Personally, i like having multiple features in one app.",female,"Perth, Australia",2014-10-09,POSITIVO
,This app is completely broken and the algorithm is terrible.,,,,NEGATIVO
9205dac8-54be-4dd2-8ce9-aa63601d22b4,So if you post something that's true they threatened to lock your account. Way to go brown coats.,male,"Austin, United States",2024-04-08,NEGATIVO
c1b285e8-36ca-4f53-be71-8012dedbe876,"So far, sometimes it feels hard to grow organically. It gets frustrating after a while.",female,"Caracas, Venezuela",2025-04-04,NEGATIVO
eec81246-f2a5-4cfc-a6ca-643a4cd3b176,Everytime I updated this app getting worst and updates come everyday Why you guys fix all issues in monthly update,male,"Lusaka, Zambia",2023-06-26,NEGATIVO
922ef9af-7db7-4b1e-9373-d1a2b876c6f9,Will not let me follow new people,male,"Shenzhen, China",2022-03-20,NEGATIVO
f63a3534-a534-4a18-a005-6e8fd7f665d1,Just amazinggg,female,"Valparaíso, Chile",2014-07-13,POSITIVO
c6f024e1-3d7a-4c6f-9916-170f0730b487,Very use full,male,"Medellín, Colombia",2016-12-03,POSITIVO
b26835d7-dfca-4340-8067-8f0f5574e8f6,"For me, the app feels too complicated now. It slows things down.",male,"Casablanca, Morocco",2020-05-10,NEGATIVO
,I've been using Instagram for years and I'm generally okay with it it's fine neither too cluttered nor too sparse but sometimes the algorithm shows me posts that are just a bit too much or not enough to keep me engaged,,,,NEUTRO
40403c26-1866-41e3-a772-8725f19d1be1,"Personally, sometimes it feels hard to grow organically.",male,"Addis Ababa, Ethiopia",2023-06-29,NEGATIVO
884005b2-8abb-42cc-a9d4-992f15c7cb16,The main problem is that my account got restricted without a clear reason. It slows things down.,male,"Copenhagen, Denmark",2019-06-17,NEGATIVO
1f82ca67-c6a5-469d-8066-0273e1d346a1,. زی.,male,"Arequipa, Peru",2022-03-31,NEGATIVO
f7b7a744-3662-4d26-a9b4-9432b772c33c,It always stop working,male,"Durban, South Africa",2012-07-31,POSITIVO
4cfe6dae-7362-4a0f-b5e2-2d654520414c,The Explore page is highly relevant.,male,"Kuala Lumpur, Malaysia",2011-12-15,POSITIVO
,I'm so over Instagram's constant algorithm changes it feels like they're intentionally making it harder for me to see content from accounts I actually care about and all they care about is pushing those annoying ads down my feed,,,,NEGATIVO
,I'm so frustrated with Instagram's new algorithm I used to love browsing through my feed and discovering new accounts but now it just feels like a never-ending loop of ads and stuff I don't care about,,,,NEGATIVO
824a4ce4-8214-4f5c-9acb-de5514add91a,Very nice,female,"Adelaide, Australia",2017-09-10,POSITIVO
,I've been using Instagram for years and while I love the aesthetic it's still a bit glitchy at times and their algorithm changes seem to happen overnight which is frustrating but overall its still my go-to app for keeping up with friends and family,,,,NEUTRO
6776aa50-36f9-483b-9c23-535a36995aa7,Too many ads n videos from people I don't follow... but I still enjoy the pictoral format n like to use the app,female,"Santiago, Chile",2019-10-12,NEUTRO
ba7da341-f8d7-458a-93b8-3e9c776f04bc,I love Instagram I like Good working 🥰,male,"Boston, United States",2015-10-14,POSITIVO
,I'm so over how Instagram is constantly changing its algorithms now I have to spend hours scrolling through my feed just to see a few posts from people I actually care about,,,,NEGATIVO
7d1fa313-ef0e-4051-91c3-96ae1cf2d77f,This is excellent app,male,"Jacksonville, United States",2012-12-17,POSITIVO
1b5de1b2-1ac3-4643-9011-8efc59174593,Good,male,"Seattle, United States",2013-10-19,POSITIVO
