reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2
a1cd67bd-24e1-44c4-b058-d7581b932e65,"Honestly, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Dar es Salaam, Tanzania",2017-08-16,NEGATIVO,1,0.35468945,0.5300876,0.11522291
6cf86a3a-f102-4384-aba6-00529c40ae90,"Honestly, content quality varies a lot. It makes it harder to stay focused.",male,"Beijing, China",2017-03-09,NEGATIVO,1,0.104054995,0.7987416,0.09720337
457e935a-7eae-4b20-993d-8e4f02577fa3,"In my experience, i lose track of time scrolling on TikTok.",male,"Asunción, Paraguay",2018-11-08,NEGATIVO,2,0.12942335,0.13659167,0.73398495
ab6ba209-c743-4ae0-b129-0ecfbebbbd82,"I wanted to like it, but it feels very addictive. That part could definitely be improved.",male,"Córdoba, Argentina",2019-01-07,NEGATIVO,2,0.114804514,0.1776709,0.7075246
bdea9b31-fe6f-4d0d-ae7b-e786a1d05e7e,What bothers me is that i keep seeing the same trends repeatedly. It becomes overwhelming.,male,"Windhoek, Namibia",2017-09-14,NEGATIVO,1,0.11165638,0.76970065,0.11864299
bf107c0b-086c-4dd9-b0b1-1ce8f1af6831,The main problem is that some videos get views randomly while others don’t. It makes the app hard to control.,male,"Accra, Ghana",2017-08-19,NEGATIVO,1,0.19247645,0.7064452,0.10107827
78e5ba6d-fee2-4526-850d-fde3b13e5b39,One issue is that the comment sections can be very toxic. It makes the app hard to control.,male,"Dublin, Ireland",2017-01-21,NEGATIVO,2,0.31090054,0.22920436,0.4598951
f338f8c6-0b8f-49d1-857e-2271daaf80dd,"For me, i’m concerned about data privacy.",male,"Stockholm, Sweden",2016-12-24,NEGATIVO,2,0.1435777,0.16320613,0.69321615
922ee845-c386-491f-8848-d71be8573c25,"So far, there are too many ads and promotions. It gets frustrating after a while.",male,"Caracas, Venezuela",2018-09-22,NEGATIVO,0,0.48797083,0.3686282,0.14340101
019cf643-3af9-42d7-b61f-cb5b02b3d1c5,"In my experience, it’s hard to focus after using it. It becomes overwhelming.",male,"Phoenix, United States",2018-05-30,NEGATIVO,1,0.13639352,0.72399205,0.13961446
33ed148b-969e-4049-a65d-9138c49c183c,"For me, there’s too much content to keep up with. It becomes overwhelming.",male,"Rome, Italy",2016-11-25,NEGATIVO,1,0.12488314,0.73745835,0.13765846
979cbaf1-9a1b-4602-a238-88fc0e14c8c7,"For me, content quality varies a lot. It makes it harder to stay focused.",male,"Dallas, United States",2018-01-29,NEGATIVO,1,0.10848382,0.7922058,0.09931036
65564a7a-5655-4781-ac1e-806d48d99a6b,"So far, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Dakar, Senegal",2017-11-11,NEGATIVO,2,0.32740122,0.18484263,0.48775607
97557104-0201-4fdd-9d19-8bc72fa6e043,One issue is that it feels very addictive. It becomes overwhelming.,male,"Asunción, Paraguay",2019-02-06,NEGATIVO,2,0.12443409,0.17547992,0.700086
f57bfaea-95cf-4911-97b7-5558535e7c38,"In my experience, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Bogotá, Colombia",2018-09-27,NEGATIVO,1,0.24199285,0.65932953,0.098677665
ddb494a7-119c-40a1-b2b2-0da5b7644d09,"So far, some videos get views randomly while others don’t.",male,"Ottawa, Canada",2018-06-02,NEGATIVO,1,0.11940364,0.7686768,0.11191955
77434af6-d68a-4202-ab17-3628ef9aaafa,"I wanted to like it, but the comment sections can be very toxic. It gets frustrating after a while.",male,"Houston, United States",2018-04-12,NEGATIVO,2,0.11799279,0.16886161,0.7131456
7d892b9a-9cb6-4995-b01e-46371edaa432,"For me, i’m concerned about data privacy.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO,2,0.1435777,0.16320613,0.69321615
5ab10398-67cb-4e0a-add7-c0d84e9a88f1,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",female,"Canberra, Australia",2019-06-27,NEGATIVO,1,0.420125,0.47913972,0.10073525
0fda73c0-5c6a-484b-93c7-f743b411a528,One issue is that it’s hard to focus after using it. It gets frustrating after a while.,male,"Dar es Salaam, Tanzania",2017-09-07,NEGATIVO,1,0.117299505,0.76434463,0.1183559
882c42b8-8c7b-49a5-b5cb-92291b1fb5cc,"So far, there’s too much content to keep up with.",male,"Taipei, Taiwan",2017-05-31,NEGATIVO,1,0.13584968,0.7387691,0.12538117
b23f4519-792d-430e-af43-f112860e9e3b,"I wanted to like it, but content quality varies a lot. It ends up feeling repetitive.",male,"Rosario, Argentina",2018-12-16,NEGATIVO,1,0.10615584,0.7897993,0.1040449
44a99432-8963-45f2-896b-b38f553baf75,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Hamburg, Germany",2016-12-03,NEGATIVO,2,0.23768988,0.13001382,0.6322963
02d6d035-6b1e-447e-8612-3b5b785af90f,"I wanted to like it, but it feels very addictive. It makes the app hard to control.",male,"Pretoria, South Africa",2017-10-04,NEGATIVO,0,0.56724924,0.1934909,0.23925984
161c323d-990e-4c5b-9cbc-dc99d7f2a7e6,What bothers me is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Oslo, Norway",2016-12-09,NEGATIVO,1,0.10687838,0.7869075,0.10621414
bdbdfa5e-c499-47d4-b277-bbb839942174,"In my experience, some videos get views randomly while others don’t. It makes the experience less enjoyable.",male,"Windhoek, Namibia",2017-08-19,NEGATIVO,1,0.34011617,0.54916406,0.110719725
2b8afa7b-01e4-46e0-8b75-ecafe37aed93,I’d say the comment sections can be very toxic. It makes the app hard to control.,male,"Rome, Italy",2016-12-10,NEGATIVO,2,0.34720007,0.22758561,0.42521438
9c005d74-a50d-442d-9af5-3331c74e729a,"Personally, i’m concerned about data privacy. It ends up feeling repetitive.",male,"Busan, South Korea",2017-07-21,NEGATIVO,2,0.11310939,0.22327822,0.6636124
6fa65136-22dd-48d7-b2b8-2263df183ff5,One issue is that there are too many ads and promotions. It makes it harder to stay focused.,male,"Córdoba, Argentina",2018-12-09,NEGATIVO,1,0.39327133,0.5050505,0.10167816
33eeaaa7-10ba-4115-8a87-b6ecddddc1a6,"So far, it’s hard to focus after using it. It makes the app hard to control.",female,"Perth, Australia",2019-04-05,NEGATIVO,1,0.26478878,0.6276716,0.107539594
6c2c4ebf-0bb1-4614-9e2c-7c62b249c1ab,The main problem is that there’s too much content to keep up with. It ends up feeling repetitive.,male,"Caracas, Venezuela",2018-12-12,NEGATIVO,1,0.1154823,0.7569264,0.12759133
267f4d10-8e9f-41ac-8fd4-1d9b58b0323d,"Personally, content quality varies a lot. That part could definitely be improved.",male,"Montreal, Canada",2018-04-22,NEGATIVO,1,0.10268261,0.7859353,0.11138206
b226a0c5-a9e0-4a3f-8dea-a35a8acf67d8,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-16,NEGATIVO,2,0.23786761,0.1300083,0.6321241
d82ac48b-aeeb-4d68-b779-11f9facf10fa,One issue is that it feels very addictive. That part could definitely be improved.,male,"Alexandria, Egypt",2017-10-01,NEGATIVO,2,0.11112149,0.17906795,0.70981055
325d8b22-d453-42b8-bfd6-190460cab902,What bothers me is that i keep seeing the same trends repeatedly. It makes the app hard to control.,male,"Jakarta, Indonesia",2017-03-20,NEGATIVO,1,0.18445353,0.7176646,0.097881794
3e049cb4-0a36-4a8e-bb99-518419cc4f6b,One issue is that some videos get views randomly while others don’t.,male,"Algiers, Algeria",2017-12-16,NEGATIVO,1,0.11446737,0.7746855,0.11084713
66ae9296-6d2d-42a6-b1e7-057247e3576a,"In my experience, the comment sections can be very toxic. That part could definitely be improved.",male,"Santiago, Chile",2018-10-12,NEGATIVO,2,0.11048345,0.14771533,0.74180126
d4c9ea1d-76af-41ab-a962-d069f9d15efa,"Honestly, i’m concerned about data privacy. It ends up feeling repetitive.",male,"Dublin, Ireland",2016-12-02,NEGATIVO,2,0.111789055,0.21447372,0.67373717
ad10af9a-52dc-4f3f-9211-89ffec822924,"In my experience, there are too many ads and promotions.",male,"Barcelona, Spain",2016-10-21,NEGATIVO,0,0.71903807,0.15394735,0.12701456
e5dd38d1-4d9f-417e-899d-677caf645d9b,I’d say it’s hard to focus after using it. It makes it harder to stay focused.,male,"São Paulo, Brazil",2018-11-20,NEGATIVO,1,0.11286939,0.7868523,0.100278266
462e67e9-22a1-4d35-a042-7e32a8847935,"For me, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Lagos, Nigeria",2017-07-31,NEGATIVO,1,0.11427853,0.7817927,0.10392882
1e9acc72-eb37-4b2e-b9db-2313c4b42992,What bothers me is that content quality varies a lot. It makes it harder to stay focused.,male,"Ottawa, Canada",2018-09-10,NEGATIVO,1,0.10401287,0.79891056,0.09707653
ede44f64-ce63-455e-87c9-8df601099047,One issue is that i lose track of time scrolling on TikTok. It makes it harder to stay focused.,male,"Rio de Janeiro, Brazil",2018-10-14,NEGATIVO,2,0.10313666,0.40776598,0.4890974
a8b32423-6e50-442a-ab9d-2da8a78ed354,"For me, it feels very addictive. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-03,NEGATIVO,2,0.120072685,0.17082572,0.70910156
536b5e0e-63ce-455d-aab8-858d55307f53,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Algiers, Algeria",2017-11-09,NEGATIVO,1,0.19119251,0.7112757,0.09753184
8a6917b8-85d8-4323-9d8c-fb7ae799a7ef,I’d say some videos get views randomly while others don’t. It makes it harder to stay focused.,male,"Accra, Ghana",2017-09-28,NEGATIVO,1,0.10162738,0.80471236,0.09366035
74748425-64a7-4ef3-99a5-48071d49acc0,"For me, the comment sections can be very toxic. It makes the experience less enjoyable.",male,"Quito, Ecuador",2018-12-26,NEGATIVO,2,0.2777434,0.13988107,0.5823755
8a6b2df4-7612-429f-9bad-df8afe23fe1d,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Buenos Aires, Argentina",2018-11-13,NEGATIVO,2,0.10652769,0.15664434,0.7368279
b35bbf3e-c5ab-4c16-8b81-6c8eb695784d,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",male,"Chicago, United States",2018-07-23,NEGATIVO,1,0.42014414,0.479159,0.10069688
290b7287-d65b-431c-b9ee-df55e4f9ba32,"For me, it’s hard to focus after using it. That part could definitely be improved.",male,"Montevideo, Uruguay",2018-12-31,NEGATIVO,1,0.11418654,0.76008415,0.12572934
569158ec-f604-4a93-b91a-1d5871ba0ae8,I’d say there’s too much content to keep up with. It makes it harder to stay focused.,male,"Denver, United States",2018-07-13,NEGATIVO,1,0.110196136,0.78950334,0.10030057
f33718ff-cbe6-4add-8e61-9429346dc1d1,"In my experience, content quality varies a lot. It makes the experience less enjoyable.",female,"Queenstown, New Zealand",2019-05-28,NEGATIVO,1,0.36281615,0.52454287,0.112640895
4e7fd527-001b-435f-bc8d-85b0e253edc9,"Personally, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,2,0.32063985,0.1761955,0.5031647
31fdda2b-9e3b-48b6-8d0b-f26b3b0b5556,"So far, it feels very addictive. That part could definitely be improved.",male,"Cali, Colombia",2018-10-18,NEGATIVO,2,0.1167931,0.21004952,0.67315733
4240d214-8a07-4d53-8961-0f791797f214,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO,1,0.103016056,0.7870767,0.10990724
7fe2e56f-e6fa-44f0-9272-6aedf906ae28,"Personally, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,1,0.101393916,0.8043104,0.094295755
46731350-46d4-4719-8cc3-2256e62a3798,One issue is that the comment sections can be very toxic. That part could definitely be improved.,male,"Quebec City, Canada",2018-06-12,NEGATIVO,2,0.103853635,0.15776807,0.7383782
5fad98c3-410e-4343-a7c0-bc43bba6bef2,"Personally, i’m concerned about data privacy. It makes the app hard to control.",male,"Johannesburg, South Africa",2017-10-05,NEGATIVO,2,0.33923432,0.21619663,0.44456902
e4d82815-0fd6-41c9-b24a-209325c8fda7,I’d say there are too many ads and promotions. It ends up feeling repetitive.,male,"San Francisco, United States",2018-01-10,NEGATIVO,1,0.4280989,0.45125902,0.12064212
2ee88964-0a6c-47a7-8b63-51dbb6225f4d,"So far, it’s hard to focus after using it. It gets frustrating after a while.",male,"Glasgow, United Kingdom",2016-12-15,NEGATIVO,1,0.12268999,0.75841,0.118900016
2b5aa1ac-9e17-4109-9f81-3fe122f08eb9,"For me, there’s too much content to keep up with. It gets frustrating after a while.",male,"Birmingham, United Kingdom",2016-10-19,NEGATIVO,1,0.12449177,0.74908507,0.12642322
ec6943c3-5e97-4fd6-ac9d-ddb7f9ae138d,One issue is that content quality varies a lot. It makes the experience less enjoyable.,male,"Bogotá, Colombia",2018-11-09,NEGATIVO,1,0.29765037,0.59495115,0.10739836
c8192588-161e-42a2-8e8d-213697f95adc,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Ottawa, Canada",2018-01-01,NEGATIVO,2,0.20774819,0.13777268,0.6544791
6d82a37f-6cac-480a-849e-cb0c8d2c27f8,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-23,NEGATIVO,0,0.52329254,0.16551992,0.3111875
0a9e01be-35a4-4230-9298-bc45001a8b60,"I wanted to like it, but i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Córdoba, Argentina",2018-10-20,NEGATIVO,1,0.10640877,0.7895993,0.103991956
b555ba12-e7ba-490d-bc15-c984eaade4ff,"So far, some videos get views randomly while others don’t. It makes the app hard to control.",male,"Durban, South Africa",2017-11-28,NEGATIVO,1,0.17659082,0.729046,0.0943632
0f6ddc3c-bd2d-4a5f-b846-1e7ba4cb759c,"So far, the comment sections can be very toxic. It gets frustrating after a while.",male,"Nairobi, Kenya",2017-10-07,NEGATIVO,2,0.120095454,0.1941027,0.68580186
bcaa118a-d95b-473f-9673-c6da632f6a9e,The main problem is that i’m concerned about data privacy. It makes it harder to stay focused.,male,"Bali, Indonesia",2017-03-20,NEGATIVO,2,0.11036328,0.4316947,0.45794198
3d25b943-3ff3-447c-af01-b1d50e1ce7a1,One issue is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"São Paulo, Brazil",2018-12-13,NEGATIVO,0,0.720813,0.1639719,0.11521518
f0fb72bd-c2d5-49bb-821b-d2ceb5c553d9,"For me, it’s hard to focus after using it. It makes the experience less enjoyable.",male,"Arequipa, Peru",2019-01-22,NEGATIVO,0,0.46941847,0.4186512,0.111930385
e7ffbe55-161b-4c14-9264-4bc4727129fb,"Personally, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Quito, Ecuador",2018-10-14,NEGATIVO,1,0.10987206,0.78897977,0.10114821
cceb8275-e43e-4deb-9f75-462bc4e1d90e,"Honestly, content quality varies a lot. It becomes overwhelming.",female,"Canberra, Australia",2019-03-06,NEGATIVO,1,0.11141265,0.7693979,0.1191894
b5b2500d-f652-4fbd-ab48-59cf70eb1d77,One issue is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"San Jose, United States",2018-07-18,NEGATIVO,2,0.10682003,0.13645416,0.7567258
05c03c0c-6de3-4312-af98-c271c59c6dee,One issue is that it feels very addictive. It becomes overwhelming.,male,"Washington DC, United States",2018-09-05,NEGATIVO,2,0.124433756,0.17546344,0.7001028
d9d69c8c-1213-4aac-a2e5-e50a0d9a10f2,"For me, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Taipei, Taiwan",2017-04-13,NEGATIVO,1,0.2132434,0.6869465,0.099810086
8d5f0a3f-fe04-47d1-a404-dcfeb17fedbe,"For me, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Brasília, Brazil",2018-11-17,NEGATIVO,1,0.104743846,0.7986852,0.09657092
2828da32-16aa-4454-a4d6-b869c9a32393,"In my experience, the comment sections can be very toxic. It makes it harder to stay focused.",male,"Cairo, Egypt",2017-09-03,NEGATIVO,1,0.11690148,0.4546667,0.4284318
949b3f19-3150-4ba9-8836-af452ebc45a6,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Lusaka, Zambia",2017-12-17,NEGATIVO,2,0.10652767,0.15672491,0.7367474
7c403e1b-a44c-4920-b3f1-528152b38b53,"Personally, there are too many ads and promotions.",male,"Abuja, Nigeria",2017-08-19,NEGATIVO,0,0.65910715,0.20484816,0.13604467
959f6c28-cb95-4458-b448-a902555b207e,"Honestly, it’s hard to focus after using it. It gets frustrating after a while.",male,"Montreal, Canada",2018-04-29,NEGATIVO,1,0.12112816,0.7571793,0.12169258
ceb282c2-ed9d-44f7-9a11-c8da9611b6d1,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Toronto, Canada",2018-07-29,NEGATIVO,1,0.37716225,0.5124716,0.11036611
4f6748b8-4f4a-426c-8e7e-b6405251c879,"Honestly, content quality varies a lot. It gets frustrating after a while.",male,"San Diego, United States",2018-05-06,NEGATIVO,1,0.11135263,0.77555764,0.1130897
1b6c9529-60ad-4beb-9ed3-e09d77635702,What bothers me is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"Cape Town, South Africa",2017-08-18,NEGATIVO,2,0.10918293,0.13875872,0.7520583
51bb39e7-e4d5-41b0-b4a9-8bc8f316a5d0,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Shanghai, China",2017-05-08,NEGATIVO,0,0.5234439,0.16551591,0.31104025
fd153772-fb7a-4537-95e4-7b3c986e216d,One issue is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Santa Cruz, Bolivia",2019-02-03,NEGATIVO,1,0.10423759,0.79173386,0.10402853
3587a747-ec8b-4f34-8a60-badcb5f44fe1,"For me, some videos get views randomly while others don’t. It becomes overwhelming.",male,"Mombasa, Kenya",2017-08-02,NEGATIVO,1,0.11231225,0.7695131,0.11817471
e91919b1-6fc9-4114-afa5-90c5b33bba13,One issue is that the comment sections can be very toxic. It gets frustrating after a while.,male,"Cairo, Egypt",2017-12-18,NEGATIVO,2,0.1139931,0.17007902,0.71592784
8566a288-bd1a-4656-849c-91599eeb8634,What bothers me is that i’m concerned about data privacy.,male,"Warsaw, Poland",2016-12-31,NEGATIVO,2,0.13225918,0.1713112,0.6964296
225bf51b-79b6-42f2-8af8-f49536b37140,The main problem is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"Addis Ababa, Ethiopia",2017-08-01,NEGATIVO,0,0.7543771,0.13112727,0.11449561
55b3e97d-0cfc-4fb7-b698-bdb3d8029e1e,One issue is that it’s hard to focus after using it. It makes the experience less enjoyable.,male,"Geneva, Switzerland",2016-12-25,NEGATIVO,1,0.38414538,0.50394535,0.111909255
81efe34a-66fa-40bb-8044-5e90c53b5e5d,"In my experience, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Rabat, Morocco",2017-09-13,NEGATIVO,1,0.43606335,0.44564968,0.11828701
02c33cdb-5b73-4ebb-99f2-d041df1d54ec,One issue is that content quality varies a lot. It ends up feeling repetitive.,male,"Guayaquil, Ecuador",2018-09-19,NEGATIVO,1,0.104003385,0.7919324,0.10406419
83e8bd18-a46e-41bd-9a83-5d9b838d2ca3,"In my experience, i lose track of time scrolling on TikTok. It ends up feeling repetitive.",female,"Queenstown, New Zealand",2019-06-14,NEGATIVO,2,0.109720156,0.15295006,0.7373298
a145aff0-3997-41a4-841f-95e3e3edefa7,"For me, it feels very addictive. That part could definitely be improved.",male,"Calgary, Canada",2018-06-25,NEGATIVO,2,0.12007273,0.17082867,0.7090986
7e9f3040-a1e8-41e3-badb-c9a85f0c41b1,"For me, i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Doha, Qatar",2017-06-29,NEGATIVO,1,0.11182889,0.7788002,0.10937087
4de346c2-9eef-4dab-ba17-d21cf1f275fb,"Personally, some videos get views randomly while others don’t. It gets frustrating after a while.",male,"Ottawa, Canada",2018-07-27,NEGATIVO,1,0.11401551,0.7716063,0.114378184
245d3bfb-8360-4ccc-81f4-8ae6f7ac1215,One issue is that the comment sections can be very toxic.,male,"Mexico City, Mexico",2018-06-27,NEGATIVO,2,0.12785389,0.16738802,0.7047581
a3d63aaa-427e-4e00-8003-3d1ef0143b9c,"For me, i’m concerned about data privacy. It becomes overwhelming.",male,"Lima, Peru",2019-01-14,NEGATIVO,2,0.12375597,0.15338941,0.7228547
ef5f3c50-0960-4319-9dfc-67e467bf9a23,"For me, there are too many ads and promotions. It becomes overwhelming.",male,"Montreal, Canada",2018-03-25,NEGATIVO,0,0.5060373,0.2017875,0.29217517
3166c0fc-ff77-4a60-9dfd-9a338f3a3d25,"In my experience, it’s hard to focus after using it. It makes it harder to stay focused.",female,"Nadi, Fiji",2019-04-11,NEGATIVO,1,0.122673646,0.77383834,0.10348804
b55e180a-fad1-42d3-89e2-3e3a890f1c95,One issue is that there’s too much content to keep up with. That part could definitely be improved.,male,"Accra, Ghana",2017-11-25,NEGATIVO,1,0.10403176,0.7769594,0.119008765
74f41df7-61c8-4025-81b1-d9ebbed3d610,The main problem is that content quality varies a lot. That part could definitely be improved.,male,"Delhi, India",2017-07-16,NEGATIVO,1,0.104012094,0.7680019,0.12798597
561ac954-0208-4835-98e5-17b01c49c58b,"I wanted to like it, but i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Dallas, United States",2018-03-10,NEGATIVO,2,0.20117433,0.1287018,0.6701238
572681c7-5055-4fc2-bb47-26e8b1aaa829,"For me, it feels very addictive. It becomes overwhelming.",female,"Auckland, New Zealand",2019-04-23,NEGATIVO,2,0.13841757,0.16906963,0.6925128
e6231e64-e125-46f3-a9f5-2af26cb3ec40,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",male,"La Paz, Bolivia",2018-10-03,NEGATIVO,1,0.10301612,0.78706354,0.109920375
5d7ea2c3-7bd5-4350-ae8f-09d294fb24b2,One issue is that some videos get views randomly while others don’t. It becomes overwhelming.,male,"Guadalajara, Mexico",2018-02-12,NEGATIVO,1,0.104646854,0.7835701,0.11178304
e409cc1a-6e28-4dd4-a5b2-78e3c522e6ae,The main problem is that the comment sections can be very toxic. That part could definitely be improved.,male,"Chicago, United States",2018-02-16,NEGATIVO,2,0.10510882,0.14126974,0.7536214
89841e99-8c70-4932-abd4-11574e893ef9,"For me, i’m concerned about data privacy. It gets frustrating after a while.",male,"Philadelphia, United States",2018-07-19,NEGATIVO,2,0.12386742,0.16386415,0.7122685
989d83a7-d805-4507-a999-da87bf3dc554,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",male,"San Jose, United States",2017-12-27,NEGATIVO,1,0.4201432,0.47916076,0.10069606
2a6a859a-0e17-46d3-9858-dd8526e1cf2d,"Personally, it’s hard to focus after using it. That part could definitely be improved.",male,"Guadalajara, Mexico",2018-04-11,NEGATIVO,1,0.10970768,0.77024645,0.12004585
2b5f2f7c-f3cc-49b3-8bd1-51424e0c9a8d,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",female,"Brisbane, Australia",2019-06-11,NEGATIVO,1,0.37717712,0.5124597,0.11036324
e0efdd90-91a5-47f9-8686-ad2a16910fb4,What bothers me is that content quality varies a lot.,female,"Suva, Fiji",2019-05-03,NEGATIVO,1,0.1238023,0.757829,0.11836869
1f026415-d3b5-47f2-93b9-b92ab327e280,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Rosario, Argentina",2019-01-30,NEGATIVO,2,0.23783462,0.13000934,0.632156
dd6cc1b8-4385-4ab3-9e47-1efd93515035,"Personally, it feels very addictive. It becomes overwhelming.",male,"Milan, Italy",2017-02-05,NEGATIVO,2,0.13100384,0.18103176,0.6879644
e075305c-9678-4d1f-8345-b1ab618ebafb,What bothers me is that i keep seeing the same trends repeatedly. It gets frustrating after a while.,male,"Phoenix, United States",2018-04-17,NEGATIVO,1,0.11162685,0.775547,0.11282611
