reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5,prob_topico_6
7b1bfc57-8403-4466-8606-067ce4bdce3c,"Personally, there are too many ads and promotions. It ends up feeling repetitive.",male,"Barcelona, Spain",2016-10-20,NEGATIVO,5,0.029402304,0.03252469,0.033142615,0.03838065,0.4095941,0.4207649,0.03619084
ea4bc28f-7465-4964-b556-7eae35c41756,"Honestly, it’s hard to focus after using it. It makes the experience less enjoyable.",male,"Madrid, Spain",2017-01-26,NEGATIVO,4,0.028130015,0.031115545,0.031709164,0.03679072,0.8042014,0.033427812,0.0346253
a1cd67bd-24e1-44c4-b058-d7581b932e65,"Honestly, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Dar es Salaam, Tanzania",2017-08-16,NEGATIVO,3,0.028123567,0.031118676,0.03173821,0.8106872,0.030148877,0.033486605,0.03469686
6cf86a3a-f102-4384-aba6-00529c40ae90,"Honestly, content quality varies a lot. It makes it harder to stay focused.",male,"Beijing, China",2017-03-09,NEGATIVO,6,0.026830764,0.029679678,0.030303989,0.03501759,0.028754428,0.03187351,0.81754005
457e935a-7eae-4b20-993d-8e4f02577fa3,"In my experience, i lose track of time scrolling on TikTok.",male,"Asunción, Paraguay",2018-11-08,NEGATIVO,3,0.03128713,0.0346102,0.035269413,0.78965545,0.03352863,0.03716085,0.038488287
ab6ba209-c743-4ae0-b129-0ecfbebbbd82,"I wanted to like it, but it feels very addictive. That part could definitely be improved.",male,"Córdoba, Argentina",2019-01-07,NEGATIVO,1,0.02794775,0.5703135,0.031519517,0.27258918,0.0299555,0.03327859,0.03439596
bdea9b31-fe6f-4d0d-ae7b-e786a1d05e7e,What bothers me is that i keep seeing the same trends repeatedly. It becomes overwhelming.,male,"Windhoek, Namibia",2017-09-14,NEGATIVO,5,0.029463632,0.032587606,0.033206534,0.27649778,0.03160168,0.56035167,0.03629107
bf107c0b-086c-4dd9-b0b1-1ce8f1af6831,The main problem is that some videos get views randomly while others don’t. It makes the app hard to control.,male,"Accra, Ghana",2017-08-19,NEGATIVO,6,0.024808511,0.027450265,0.02796665,0.032473557,0.25358227,0.029506532,0.6042122
78e5ba6d-fee2-4526-850d-fde3b13e5b39,One issue is that the comment sections can be very toxic. It makes the app hard to control.,male,"Dublin, Ireland",2017-01-21,NEGATIVO,0,0.4302893,0.029693235,0.030266404,0.03511152,0.028789524,0.03193392,0.41391614
f338f8c6-0b8f-49d1-857e-2271daaf80dd,"For me, i’m concerned about data privacy.",male,"Stockholm, Sweden",2016-12-24,NEGATIVO,3,0.039938483,0.044182066,0.045014344,0.7315039,0.04279772,0.047436055,0.049127456
922ee845-c386-491f-8848-d71be8573c25,"So far, there are too many ads and promotions. It gets frustrating after a while.",male,"Caracas, Venezuela",2018-09-22,NEGATIVO,4,0.03125202,0.034571633,0.035228882,0.040802173,0.5275317,0.29210886,0.03850475
019cf643-3af9-42d7-b61f-cb5b02b3d1c5,"In my experience, it’s hard to focus after using it. It becomes overwhelming.",male,"Phoenix, United States",2018-05-30,NEGATIVO,4,0.03127063,0.034589417,0.035246365,0.040875874,0.7823826,0.037152417,0.03848268
33ed148b-969e-4049-a65d-9138c49c183c,"For me, there’s too much content to keep up with. It becomes overwhelming.",male,"Rome, Italy",2016-11-25,NEGATIVO,3,0.033450775,0.037024047,0.03777815,0.7747662,0.03585583,0.03984738,0.041277546
979cbaf1-9a1b-4602-a238-88fc0e14c8c7,"For me, content quality varies a lot. It makes it harder to stay focused.",male,"Dallas, United States",2018-01-29,NEGATIVO,6,0.028095886,0.031080125,0.031742964,0.03666788,0.03010935,0.033372596,0.80893123
65564a7a-5655-4781-ac1e-806d48d99a6b,"So far, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Dakar, Senegal",2017-11-11,NEGATIVO,3,0.025755191,0.028491514,0.029040214,0.8267576,0.02761387,0.030613873,0.031727668
97557104-0201-4fdd-9d19-8bc72fa6e043,One issue is that it feels very addictive. It becomes overwhelming.,male,"Asunción, Paraguay",2019-02-06,NEGATIVO,3,0.031179542,0.034490112,0.035141356,0.79030186,0.03342529,0.037078097,0.038383674
f57bfaea-95cf-4911-97b7-5558535e7c38,"In my experience, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Bogotá, Colombia",2018-09-27,NEGATIVO,5,0.026862644,0.029716402,0.03029274,0.035201665,0.02881061,0.8160089,0.033107042
ddb494a7-119c-40a1-b2b2-0da5b7644d09,"So far, some videos get views randomly while others don’t.",male,"Ottawa, Canada",2018-06-02,NEGATIVO,6,0.031260043,0.03458235,0.035238467,0.04082217,0.03350334,0.037153766,0.7874399
77434af6-d68a-4202-ab17-3628ef9aaafa,"I wanted to like it, but the comment sections can be very toxic. It gets frustrating after a while.",male,"Houston, United States",2018-04-12,NEGATIVO,5,0.3871342,0.03262871,0.033259578,0.03848639,0.031604826,0.44057336,0.036312975
7d892b9a-9cb6-4995-b01e-46371edaa432,"For me, i’m concerned about data privacy.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO,3,0.03993848,0.044181995,0.04501434,0.7315039,0.042797714,0.04743605,0.049127452
5ab10398-67cb-4e0a-add7-c0d84e9a88f1,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",female,"Canberra, Australia",2019-06-27,NEGATIVO,2,0.026803726,0.029654818,0.44741476,0.03499073,0.39627898,0.03186014,0.032996874
0fda73c0-5c6a-484b-93c7-f743b411a528,One issue is that it’s hard to focus after using it. It gets frustrating after a while.,male,"Dar es Salaam, Tanzania",2017-09-07,NEGATIVO,5,0.029500006,0.032633226,0.033257272,0.038508404,0.031644654,0.7981405,0.03631588
882c42b8-8c7b-49a5-b5cb-92291b1fb5cc,"So far, there’s too much content to keep up with.",male,"Taipei, Taiwan",2017-05-31,NEGATIVO,2,0.036255747,0.040119033,0.74951607,0.047422685,0.038862165,0.043143656,0.044680614
b23f4519-792d-430e-af43-f112860e9e3b,"I wanted to like it, but content quality varies a lot. It ends up feeling repetitive.",male,"Rosario, Argentina",2018-12-16,NEGATIVO,6,0.026717704,0.029562091,0.030130101,0.034867793,0.028633446,0.34344098,0.5066479
44a99432-8963-45f2-896b-b38f553baf75,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Hamburg, Germany",2016-12-03,NEGATIVO,3,0.027334305,0.030237189,0.030813552,0.8162196,0.029298509,0.032467425,0.03362935
02d6d035-6b1e-447e-8612-3b5b785af90f,"I wanted to like it, but it feels very addictive. It makes the app hard to control.",male,"Pretoria, South Africa",2017-10-04,NEGATIVO,5,0.028118502,0.031109052,0.03171915,0.036813583,0.030149914,0.80743015,0.034659673
161c323d-990e-4c5b-9cbc-dc99d7f2a7e6,What bothers me is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Oslo, Norway",2016-12-09,NEGATIVO,5,0.02797586,0.030947255,0.03153393,0.036503203,0.02997991,0.8086352,0.034424637
bdbdfa5e-c499-47d4-b277-bbb839942174,"In my experience, some videos get views randomly while others don’t. It makes the experience less enjoyable.",male,"Windhoek, Namibia",2017-08-19,NEGATIVO,6,0.02735686,0.030263377,0.030836996,0.3433893,0.029332258,0.03250578,0.50631547
2b8afa7b-01e4-46e0-8b75-ecafe37aed93,I’d say the comment sections can be very toxic. It makes the app hard to control.,male,"Rome, Italy",2016-12-10,NEGATIVO,6,0.3959761,0.031114077,0.031723503,0.036772586,0.030166358,0.033446956,0.44080046
9c005d74-a50d-442d-9af5-3331c74e729a,"Personally, i’m concerned about data privacy. It ends up feeling repetitive.",male,"Busan, South Korea",2017-07-21,NEGATIVO,3,0.029402252,0.032526184,0.033142027,0.4281771,0.03151002,0.4090524,0.036189992
6fa65136-22dd-48d7-b2b8-2263df183ff5,One issue is that there are too many ads and promotions. It makes it harder to stay focused.,male,"Córdoba, Argentina",2018-12-09,NEGATIVO,4,0.026796872,0.029643258,0.34605634,0.034995332,0.49766245,0.03185009,0.032995638
33eeaaa7-10ba-4115-8a87-b6ecddddc1a6,"So far, it’s hard to focus after using it. It makes the app hard to control.",female,"Perth, Australia",2019-04-05,NEGATIVO,4,0.030210506,0.033420153,0.0340651,0.039483935,0.7896767,0.0359173,0.037226204
6c2c4ebf-0bb1-4614-9e2c-7c62b249c1ab,The main problem is that there’s too much content to keep up with. It ends up feeling repetitive.,male,"Caracas, Venezuela",2018-12-12,NEGATIVO,5,0.028012041,0.030998236,0.031598292,0.036624923,0.03002905,0.8082215,0.03451601
267f4d10-8e9f-41ac-8fd4-1d9b58b0323d,"Personally, content quality varies a lot. That part could definitely be improved.",male,"Montreal, Canada",2018-04-22,NEGATIVO,6,0.026709652,0.40833694,0.030112756,0.034889583,0.028628862,0.031743594,0.4395786
b226a0c5-a9e0-4a3f-8dea-a35a8acf67d8,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-16,NEGATIVO,3,0.027334306,0.03023719,0.030813541,0.81622076,0.029297406,0.032467425,0.033629343
d82ac48b-aeeb-4d68-b779-11f9facf10fa,One issue is that it feels very addictive. That part could definitely be improved.,male,"Alexandria, Egypt",2017-10-01,NEGATIVO,1,0.027938379,0.46995613,0.031489495,0.03659763,0.02994438,0.36969313,0.03438085
325d8b22-d453-42b8-bfd6-190460cab902,What bothers me is that i keep seeing the same trends repeatedly. It makes the app hard to control.,male,"Jakarta, Indonesia",2017-03-20,NEGATIVO,5,0.026879514,0.029735297,0.0303122,0.035135023,0.028818663,0.8159854,0.03313397
3e049cb4-0a36-4a8e-bb99-518419cc4f6b,One issue is that some videos get views randomly while others don’t.,male,"Algiers, Algeria",2017-12-16,NEGATIVO,6,0.029479278,0.032612298,0.033226896,0.038490005,0.031595144,0.035048127,0.79954827
66ae9296-6d2d-42a6-b1e7-057247e3576a,"In my experience, the comment sections can be very toxic. That part could definitely be improved.",male,"Santiago, Chile",2018-10-12,NEGATIVO,1,0.34678912,0.4146568,0.031522688,0.10933841,0.03001654,0.03324089,0.034435492
d4c9ea1d-76af-41ab-a962-d069f9d15efa,"Honestly, i’m concerned about data privacy. It ends up feeling repetitive.",male,"Dublin, Ireland",2016-12-02,NEGATIVO,5,0.029406449,0.03252851,0.033141438,0.39435193,0.03151489,0.44284874,0.03620808
ad10af9a-52dc-4f3f-9211-89ffec822924,"In my experience, there are too many ads and promotions.",male,"Barcelona, Spain",2016-10-21,NEGATIVO,4,0.03622691,0.04007381,0.040831067,0.047313634,0.74795717,0.043030772,0.0445667
e5dd38d1-4d9f-417e-899d-677caf645d9b,I’d say it’s hard to focus after using it. It makes it harder to stay focused.,male,"São Paulo, Brazil",2018-11-20,NEGATIVO,2,0.02809897,0.0310816,0.580203,0.036682565,0.25592792,0.03340485,0.034601133
462e67e9-22a1-4d35-a042-7e32a8847935,"For me, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Lagos, Nigeria",2017-07-31,NEGATIVO,2,0.029579122,0.032724738,0.7957961,0.03861855,0.031699006,0.035156947,0.036425542
1e9acc72-eb37-4b2e-b9db-2313c4b42992,What bothers me is that content quality varies a lot. It makes it harder to stay focused.,male,"Ottawa, Canada",2018-09-10,NEGATIVO,6,0.026834747,0.029685428,0.030309496,0.03502979,0.028759338,0.03188482,0.81749636
ede44f64-ce63-455e-87c9-8df601099047,One issue is that i lose track of time scrolling on TikTok. It makes it harder to stay focused.,male,"Rio de Janeiro, Brazil",2018-10-14,NEGATIVO,3,0.024755048,0.027384814,0.31425986,0.54716885,0.026531735,0.029421024,0.030478789
a8b32423-6e50-442a-ab9d-2da8a78ed354,"For me, it feels very addictive. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-03,NEGATIVO,1,0.031176887,0.5237952,0.035138853,0.3010387,0.03341072,0.03709004,0.0383496
536b5e0e-63ce-455d-aab8-858d55307f53,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Algiers, Algeria",2017-11-09,NEGATIVO,5,0.026865799,0.02971991,0.03029807,0.035130452,0.028804965,0.81607074,0.033110064
8a6917b8-85d8-4323-9d8c-fb7ae799a7ef,I’d say some videos get views randomly while others don’t. It makes it harder to stay focused.,male,"Accra, Ghana",2017-09-28,NEGATIVO,6,0.025729796,0.028461901,0.029060274,0.033577222,0.027573684,0.030567525,0.82502955
74748425-64a7-4ef3-99a5-48071d49acc0,"For me, the comment sections can be very toxic. It makes the experience less enjoyable.",male,"Quito, Ecuador",2018-12-26,NEGATIVO,3,0.39351878,0.032745194,0.033371132,0.43702862,0.031743716,0.035164617,0.036427952
8a6b2df4-7612-429f-9bad-df8afe23fe1d,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Buenos Aires, Argentina",2018-11-13,NEGATIVO,1,0.026690807,0.5329738,0.030100342,0.31704652,0.028607469,0.03173376,0.032847207
b35bbf3e-c5ab-4c16-8b81-6c8eb695784d,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",male,"Chicago, United States",2018-07-23,NEGATIVO,2,0.026803724,0.029654816,0.44733426,0.034990728,0.3963595,0.03186014,0.03299688
290b7287-d65b-431c-b9ee-df55e4f9ba32,"For me, it’s hard to focus after using it. That part could definitely be improved.",male,"Montevideo, Uruguay",2018-12-31,NEGATIVO,1,0.029449983,0.4476334,0.03319907,0.038425483,0.3800549,0.03500251,0.036234748
569158ec-f604-4a93-b91a-1d5871ba0ae8,I’d say there’s too much content to keep up with. It makes it harder to stay focused.,male,"Denver, United States",2018-07-13,NEGATIVO,2,0.028094534,0.031080907,0.80603874,0.036679033,0.030108243,0.03339208,0.034606393
f33718ff-cbe6-4add-8e61-9429346dc1d1,"In my experience, content quality varies a lot. It makes the experience less enjoyable.",female,"Queenstown, New Zealand",2019-05-28,NEGATIVO,6,0.028662518,0.031708516,0.032312043,0.39835376,0.030731171,0.034049753,0.44418222
4e7fd527-001b-435f-bc8d-85b0e253edc9,"Personally, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,3,0.02576204,0.028498838,0.029048188,0.8267075,0.02762086,0.030623171,0.031739343
31fdda2b-9e3b-48b6-8d0b-f26b3b0b5556,"So far, it feels very addictive. That part could definitely be improved.",male,"Cali, Colombia",2018-10-18,NEGATIVO,1,0.029409645,0.48883337,0.033151664,0.3459149,0.031521514,0.03498152,0.036187418
4240d214-8a07-4d53-8961-0f791797f214,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO,5,0.02670973,0.3996472,0.030109877,0.03487238,0.028626634,0.44717017,0.032864027
7fe2e56f-e6fa-44f0-9272-6aedf906ae28,"Personally, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO,6,0.025732007,0.028464967,0.029058065,0.033597525,0.02757827,0.030576248,0.8249929
46731350-46d4-4719-8cc3-2256e62a3798,One issue is that the comment sections can be very toxic. That part could definitely be improved.,male,"Quebec City, Canada",2018-06-12,NEGATIVO,1,0.4132572,0.42866373,0.030075932,0.03484206,0.02860085,0.031719655,0.03284053
5fad98c3-410e-4343-a7c0-bc43bba6bef2,"Personally, i’m concerned about data privacy. It makes the app hard to control.",male,"Johannesburg, South Africa",2017-10-05,NEGATIVO,3,0.028128399,0.031117057,0.03171574,0.8107691,0.030162567,0.03344366,0.034663465
e4d82815-0fd6-41c9-b24a-209325c8fda7,I’d say there are too many ads and promotions. It ends up feeling repetitive.,male,"San Francisco, United States",2018-01-10,NEGATIVO,5,0.02940348,0.03252395,0.033151716,0.038366087,0.40927774,0.42106807,0.036208976
2ee88964-0a6c-47a7-8b63-51dbb6225f4d,"So far, it’s hard to focus after using it. It gets frustrating after a while.",male,"Glasgow, United Kingdom",2016-12-15,NEGATIVO,5,0.03128803,0.034611236,0.035277687,0.040854078,0.03357007,0.78587955,0.038519263
2b5aa1ac-9e17-4109-9f81-3fe122f08eb9,"For me, there’s too much content to keep up with. It gets frustrating after a while.",male,"Birmingham, United Kingdom",2016-10-19,NEGATIVO,5,0.033457715,0.037027996,0.037767246,0.043708332,0.03585295,0.77089715,0.041288618
ec6943c3-5e97-4fd6-ac9d-ddb7f9ae138d,One issue is that content quality varies a lot. It makes the experience less enjoyable.,male,"Bogotá, Colombia",2018-11-09,NEGATIVO,6,0.025728535,0.028463148,0.02900394,0.35846314,0.027585996,0.030580673,0.5001746
c8192588-161e-42a2-8e8d-213697f95adc,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Ottawa, Canada",2018-01-01,NEGATIVO,3,0.02574044,0.028474364,0.029017981,0.82693005,0.027589142,0.030577311,0.031670712
6d82a37f-6cac-480a-849e-cb0c8d2c27f8,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-23,NEGATIVO,3,0.029594611,0.03273754,0.03336132,0.8009938,0.031724147,0.03517223,0.036416333
0a9e01be-35a4-4230-9298-bc45001a8b60,"I wanted to like it, but i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Córdoba, Argentina",2018-10-20,NEGATIVO,5,0.026719648,0.029560186,0.030124633,0.034863286,0.028634125,0.81722003,0.03287811
b555ba12-e7ba-490d-bc15-c984eaade4ff,"So far, some videos get views randomly while others don’t. It makes the app hard to control.",male,"Durban, South Africa",2017-11-28,NEGATIVO,6,0.025752204,0.028488467,0.029033154,0.03364199,0.027606914,0.030610438,0.82486683
0f6ddc3c-bd2d-4a5f-b846-1e7ba4cb759c,"So far, the comment sections can be very toxic. It gets frustrating after a while.",male,"Nairobi, Kenya",2017-10-07,NEGATIVO,0,0.47259685,0.034579474,0.035239127,0.04083626,0.033504065,0.344735,0.03850928
bcaa118a-d95b-473f-9673-c6da632f6a9e,The main problem is that i’m concerned about data privacy. It makes it harder to stay focused.,male,"Bali, Indonesia",2017-03-20,NEGATIVO,3,0.026817037,0.02966846,0.3057858,0.54410714,0.028748525,0.031865265,0.033007827
3d25b943-3ff3-447c-af01-b1d50e1ce7a1,One issue is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"São Paulo, Brazil",2018-12-13,NEGATIVO,4,0.026814882,0.02966292,0.030225925,0.03506829,0.81336284,0.03186515,0.03299997
f0fb72bd-c2d5-49bb-821b-d2ceb5c553d9,"For me, it’s hard to focus after using it. It makes the experience less enjoyable.",male,"Arequipa, Peru",2019-01-22,NEGATIVO,4,0.029608833,0.03275274,0.033378564,0.038740408,0.7939048,0.03518031,0.03643429
e7ffbe55-161b-4c14-9264-4bc4727129fb,"Personally, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Quito, Ecuador",2018-10-14,NEGATIVO,2,0.028099054,0.031086816,0.8059637,0.036715385,0.03011694,0.03340895,0.034609165
cceb8275-e43e-4deb-9f75-462bc4e1d90e,"Honestly, content quality varies a lot. It becomes overwhelming.",female,"Canberra, Australia",2019-03-06,NEGATIVO,6,0.029456772,0.032581925,0.03319846,0.038511053,0.03158196,0.0349898,0.79968005
b5b2500d-f652-4fbd-ab48-59cf70eb1d77,One issue is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"San Jose, United States",2018-07-18,NEGATIVO,3,0.026725471,0.029563656,0.030124765,0.82028985,0.028646067,0.031758018,0.03289216
05c03c0c-6de3-4312-af98-c271c59c6dee,One issue is that it feels very addictive. It becomes overwhelming.,male,"Washington DC, United States",2018-09-05,NEGATIVO,3,0.031179547,0.034490116,0.035141356,0.7903036,0.03342528,0.03707647,0.03838367
d9d69c8c-1213-4aac-a2e5-e50a0d9a10f2,"For me, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Taipei, Taiwan",2017-04-13,NEGATIVO,5,0.0281373,0.031126587,0.0317323,0.03678297,0.0301681,0.80737245,0.034680285
8d5f0a3f-fe04-47d1-a404-dcfeb17fedbe,"For me, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Brasília, Brazil",2018-11-17,NEGATIVO,6,0.026832128,0.029681861,0.030305095,0.035014696,0.028754812,0.031875532,0.8175359
2828da32-16aa-4454-a4d6-b869c9a32393,"In my experience, the comment sections can be very toxic. It makes it harder to stay focused.",male,"Cairo, Egypt",2017-09-03,NEGATIVO,2,0.35791188,0.031080775,0.3861916,0.12666635,0.030145735,0.033391386,0.034612294
949b3f19-3150-4ba9-8836-af452ebc45a6,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Lusaka, Zambia",2017-12-17,NEGATIVO,1,0.02669081,0.5329924,0.030100344,0.317028,0.028607473,0.03173376,0.03284721
7c403e1b-a44c-4920-b3f1-528152b38b53,"Personally, there are too many ads and promotions.",male,"Abuja, Nigeria",2017-08-19,NEGATIVO,4,0.036141634,0.039979808,0.04074247,0.04720138,0.74850917,0.042949118,0.044476394
959f6c28-cb95-4458-b448-a902555b207e,"Honestly, it’s hard to focus after using it. It gets frustrating after a while.",male,"Montreal, Canada",2018-04-29,NEGATIVO,5,0.031310763,0.034633487,0.035297625,0.04086038,0.033595625,0.7857456,0.038556445
ceb282c2-ed9d-44f7-9a11-c8da9611b6d1,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Toronto, Canada",2018-07-29,NEGATIVO,3,0.028094893,0.031091215,0.03171603,0.8109112,0.030115198,0.033440225,0.03463124
4f6748b8-4f4a-426c-8e7e-b6405251c879,"Honestly, content quality varies a lot. It gets frustrating after a while.",male,"San Diego, United States",2018-05-06,NEGATIVO,6,0.02951908,0.03265395,0.033272155,0.038514744,0.03163413,0.03512135,0.7992846
1b6c9529-60ad-4beb-9ed3-e09d77635702,What bothers me is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"Cape Town, South Africa",2017-08-18,NEGATIVO,3,0.02799503,0.030967867,0.03155766,0.8117492,0.030006891,0.0332654,0.034457956
51bb39e7-e4d5-41b0-b4a9-8bc8f316a5d0,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Shanghai, China",2017-05-08,NEGATIVO,3,0.029594615,0.032737542,0.033361327,0.8009912,0.031725153,0.03517386,0.036416348
fd153772-fb7a-4537-95e4-7b3c986e216d,One issue is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Santa Cruz, Bolivia",2019-02-03,NEGATIVO,5,0.026710255,0.02954735,0.030106597,0.034857366,0.028624423,0.8172864,0.032867625
3587a747-ec8b-4f34-8a60-badcb5f44fe1,"For me, some videos get views randomly while others don’t. It becomes overwhelming.",male,"Mombasa, Kenya",2017-08-02,NEGATIVO,6,0.029481746,0.0326104,0.0332257,0.038538404,0.031606376,0.035019927,0.79951745
e91919b1-6fc9-4114-afa5-90c5b33bba13,One issue is that the comment sections can be very toxic. It gets frustrating after a while.,male,"Cairo, Egypt",2017-12-18,NEGATIVO,0,0.4805078,0.0326089,0.03322527,0.03848318,0.03159288,0.34727427,0.036307704
8566a288-bd1a-4656-849c-91599eeb8634,What bothers me is that i’m concerned about data privacy.,male,"Warsaw, Poland",2016-12-31,NEGATIVO,3,0.036145024,0.039986882,0.040744264,0.75690943,0.038740005,0.04297675,0.0444976
225bf51b-79b6-42f2-8af8-f49536b37140,The main problem is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"Addis Ababa, Ethiopia",2017-08-01,NEGATIVO,4,0.026840383,0.029692017,0.030254215,0.03511456,0.8131892,0.031887814,0.03302181
